episode,reward,avg_reward_10,loss,epsilon,steps,method,per_beta
122,-49.67129581732169,-52.15899025338524,1.4281528762976328,0.5425201222922789,150,proposed,0.490804
123,-27.425403391949956,-46.00219407772209,1.3310564991454004,0.5398075216808175,71,proposed,0.49123
124,13.65022501961576,-37.57159476530832,1.3340150614579518,0.5371084840724134,117,proposed,0.49193200000000004
125,-26.492980019676793,-33.70461948578329,1.3113529000963484,0.5344229416520513,133,proposed,0.49273
126,-30.280273889818588,-41.43373851016163,1.289575023415648,0.531750826943791,81,proposed,0.493216
127,-22.558348357743228,-42.5530200276472,1.223975674342364,0.5290920728090721,160,proposed,0.494176
128,16.46119484188104,-34.819908134105255,1.3548494909352404,0.5264466124450268,123,proposed,0.494914
129,-126.17078520239467,-43.92859701128822,1.3076155962175633,0.5238143793828016,166,proposed,0.49591
130,55.40401098146654,-21.662011591683502,1.2627597000598907,0.5211953074858876,1000,proposed,0.5019100000000001
131,-30.851777697505412,-22.7935433533447,1.4385361343267418,0.5185893309484582,168,proposed,0.502918
132,-21.03858981843659,-19.930272753456187,1.2290832104298892,0.5159963842937159,149,proposed,0.503812
133,-46.38347193444842,-21.82607960770604,1.2783046570397163,0.5134164023722473,516,proposed,0.506908
134,-45.60918585248179,-27.752020694915796,1.2329702049061873,0.510849320360386,69,proposed,0.507322
135,42.50169148368564,-20.852553544579553,1.3065797123908998,0.5082950737585841,1000,proposed,0.5133220000000001
136,18.10653356613429,-16.013872798984263,1.3173299222550494,0.5057535983897912,188,proposed,0.5144500000000001
137,-5.5733034842999984,-14.315368311639935,1.4019853012902397,0.5032248303978422,175,proposed,0.5155000000000001
138,-12.505187264371386,-17.21200652226518,1.3620254121282522,0.500708706245853,136,proposed,0.516316
139,6.0244962040302,-3.9924783816226928,1.2947872510776217,0.4982051627146237,253,proposed,0.517834
140,16.910958007927462,-7.841783678976602,1.2454380425422087,0.49571413690105054,138,proposed,0.518662
141,-21.427702968473994,-6.89937620607346,1.4978088577028732,0.4932355662165453,71,proposed,0.519088
142,-61.73664350398954,-10.969181574628754,1.2168134438408005,0.4907693883854626,143,proposed,0.519946
143,-2.8044326421351684,-6.611277645397427,1.3761310416391526,0.4883155414435353,87,proposed,0.520468
144,-74.61132244928629,-9.511491305077879,1.315855199008956,0.4858739637363176,133,proposed,0.521266
145,-16.08191399497295,-15.36985185294374,1.343173568840507,0.483444593917636,139,proposed,0.5221
146,-262.4625296068707,-43.42675817024424,1.2483319193635085,0.4810273709480478,584,proposed,0.525604
147,-5.861413492644029,-43.455569171078636,1.5366785897910595,0.47862223409330756,1000,proposed,0.531604
148,-45.15025917549127,-46.72007636219063,1.8552539550770095,0.47622912292284103,171,proposed,0.53263
149,24.502176553104817,-44.872308327283164,1.8483868467283773,0.4738479773082268,182,proposed,0.533722
150,-6.660481550771593,-47.229452283153066,1.7317504645028012,0.47147873742168567,188,proposed,0.53485
151,11.263865813987437,-43.96029540490694,1.7277479383463417,0.46912134373457726,183,proposed,0.535948
152,-115.34005775510583,-49.32063683001856,1.6499399965155055,0.46677573701590436,338,proposed,0.537976
153,5.4263452783263375,-48.49755903797241,1.5412432593107224,0.46444185833082485,100,proposed,0.538576
154,-156.06987176371905,-56.64341396941569,1.622278394995543,0.46211964903917074,189,proposed,0.53971
155,-216.81593249935474,-76.71681581985386,1.636004887058597,0.4598090507939749,467,proposed,0.542512
156,-6.848438867811311,-51.15540674594793,1.6607958588636282,0.457510005540005,132,proposed,0.543304
157,0.6771210910704895,-50.50155328757647,1.5383909522067933,0.45522245551230495,84,proposed,0.5438080000000001
158,-186.25520231234418,-64.61204760126176,1.6335314910882597,0.4529463432347434,157,proposed,0.5447500000000001
159,86.98093222730044,-58.3641720338422,1.5438281178474427,0.4506816115185697,1000,proposed,0.55075
160,-53.26737458189692,-63.024861336954736,1.6407859829339113,0.4484282034609769,110,proposed,0.5514100000000001
161,-49.599209570612075,-69.11116887541468,1.5466360612487307,0.446186062443672,196,proposed,0.552586
162,-42.72852462710301,-61.85001556261441,1.525972989353083,0.4439551321314536,295,proposed,0.5543560000000001
163,-204.7346826487314,-82.8661183553202,1.546480731614873,0.4417353564707963,611,proposed,0.558022
164,-30.227726968729527,-70.28190387582121,1.6187398185679962,0.43952667968844233,143,proposed,0.55888
165,11.59695106914468,-47.440615518971285,1.7208207238603521,0.43732904629000013,135,proposed,0.55969
166,19.26303808505081,-44.82946782368507,1.6047345955754808,0.4351424010585501,193,proposed,0.560848
167,-111.87944520780586,-56.0851244535727,1.5756175910830499,0.43296668905325736,1000,proposed,0.566848
168,40.850153600335695,-33.37458886230472,1.481753044873476,0.43080185560799106,1000,proposed,0.572848
169,-18.39936790217817,-43.912618875252576,1.4211778410750886,0.4286478463299511,184,proposed,0.573952
170,-77.27413337516661,-46.31329475457955,1.3531055726788261,0.42650460709830135,110,proposed,0.574612
171,-323.4240686199572,-73.69578065951407,1.4906831987964826,0.42437208406280985,254,proposed,0.576136
172,-6.8013577587499014,-70.10306397267875,1.462771859213158,0.4222502236424958,135,proposed,0.576946
173,-29.038407943196745,-52.53343650212528,1.4917113911496462,0.42013897252428334,274,proposed,0.57859
174,67.68804911314372,-42.74185889393796,1.4006340481042863,0.4180382776616619,1000,proposed,0.5845899999999999
175,60.00599144212895,-37.90095485663953,1.3283756559789182,0.4159480862733536,1000,proposed,0.59059
176,-3.208792686269356,-40.14813793377154,1.2644627798199655,0.41386834584198684,1000,proposed,0.59659
177,-46.924627087378,-33.652656121728754,1.3646266428487641,0.4117990041127769,84,proposed,0.597094
178,-177.91377368519719,-55.52904885028205,1.2066525939508532,0.40974000909221303,141,proposed,0.59794
179,-17.070315952377925,-55.396143655302026,1.2664973610831844,0.40769130904675194,93,proposed,0.598498
180,-245.5227338460119,-72.22100370238655,1.1978944090229493,0.40565285250151817,648,proposed,0.602386
181,20.026756122525995,-37.87592122813824,1.2708816835656762,0.4036245882390106,128,proposed,0.603154
182,-11.887827818639721,-38.38456823412722,1.2914804548025132,0.4016064652978155,150,proposed,0.604054
183,-104.26913934466096,-45.907641374273645,1.273326317469279,0.3995984329713264,117,proposed,0.6047560000000001
184,-116.79388732244144,-64.35583501783216,1.2897638134227312,0.3976004408064698,121,proposed,0.6054820000000001
185,-23.164151255241734,-72.67284928756922,1.3086835069983613,0.39561243860243744,102,proposed,0.606094
186,17.711056910088487,-70.58086432793343,1.250668866813183,0.3936343764094253,1000,proposed,0.612094
187,-15.573208002138513,-67.44572241940948,1.2625686539709569,0.39166620452737816,1000,proposed,0.618094
188,-177.3381305639359,-67.38815810728336,1.2496484202101714,0.3897078735047413,399,proposed,0.620488
189,-44.83854451447124,-70.1649809634927,1.2624296585923618,0.3877593341372176,97,proposed,0.62107
190,-8.348314147511942,-46.447538993642695,1.2316279638072718,0.3858205374665315,138,proposed,0.6218980000000001
191,4.642890857930965,-47.98592552010219,1.294360224590745,0.38389143477919885,172,proposed,0.62293
192,-50.2808148583338,-51.8252242240716,1.204870316028595,0.3819719776053028,1000,proposed,0.62893
193,60.18243448186931,-35.38006684141857,1.3449342492967844,0.3800621177172763,96,proposed,0.629506
194,-35.84648808010909,-27.28532691718534,1.1796324825435878,0.37816180712868996,1000,proposed,0.635506
195,-67.93125608621898,-31.76203740028307,1.0603884387275446,0.37627099809304654,92,proposed,0.636058
196,5.907757481141616,-32.94236734317776,1.0618819213928061,0.3743896431025813,94,proposed,0.636622
197,-0.8172664689214812,-31.46677318985605,1.102290420010686,0.37251769488706843,1000,proposed,0.642622
198,-45.030425815720236,-18.236002715034488,1.0876304487884045,0.3706551064126331,1000,proposed,0.648622
199,-21.14387367341085,-15.86653563092845,1.0662936918178008,0.36880183088056995,201,proposed,0.649828
200,-25.834015089870157,-17.615105725164273,1.0576021769344808,0.3669578217261671,1000,proposed,0.6558280000000001
201,24.185251392941208,-15.660869671663244,1.011675097629428,0.36512303261753626,1000,proposed,0.6618280000000001
202,-11.923350864564341,-11.825123272286302,0.9761286093188184,0.3632974174544486,336,proposed,0.6638440000000001
203,-380.7806756580945,-55.92143428628267,0.9641387018421907,0.3614809303671764,577,proposed,0.667306
204,-317.216865164909,-84.05847199476267,0.9817077493851947,0.3596735257153405,485,proposed,0.6702159999999999
205,-1.1746376203632198,-77.3828101481771,0.9839932764619589,0.3578751580867638,1000,proposed,0.6762159999999999
206,-12.651694257845662,-79.23875532207582,0.9266572191566229,0.35608578229633,1000,proposed,0.6822159999999999
207,-221.8529888366068,-101.34232755884436,0.8890458991400142,0.3543053533848483,552,proposed,0.685528
208,-73.03090680610357,-104.1423756578827,0.9349732242538924,0.35253382661792404,521,proposed,0.6886540000000001
209,-79.84158383813245,-110.01214667435484,0.9121555575803548,0.3507711574848344,119,proposed,0.689368
210,-27.776418329403995,-110.20638699830822,0.9132728518992662,0.34901730169741024,1000,proposed,0.695368
211,-43.39502965013388,-116.96441510261573,0.9707231632409952,0.3472722151889232,78,proposed,0.695836
212,-121.23783857471794,-127.89586387363109,0.9002381061345471,0.3455358541129786,677,proposed,0.699898
213,-28.739115022836955,-92.69170781010534,0.9174294409304857,0.3438081748424137,1000,proposed,0.705898
214,-385.1457740832925,-99.4845987019437,0.8722188929222289,0.3420891339682016,663,proposed,0.709876
215,-86.83055160877122,-108.05019010078449,0.817846765405819,0.3403786882983606,122,proposed,0.710608
216,-37.48083127604863,-110.5331038026048,0.8509646958361069,0.3386767948568688,144,proposed,0.7114720000000001
217,56.54913439794045,-82.69289147915008,0.8524087220281362,0.33698341088258443,1000,proposed,0.7174720000000001
218,-282.0020165207307,-103.59000245061279,0.8261586892183032,0.3352984938281715,862,proposed,0.7226440000000001
219,6.276988319944954,-94.97814523480505,0.7946613520458341,0.33362200135903064,1000,proposed,0.7286440000000001
220,-47.77504745736368,-96.97800814760103,0.7978035703599453,0.33195389135223546,1000,proposed,0.7346440000000001
221,33.26562599356045,-89.3119425832316,0.806729679852724,0.3302941218954743,1000,proposed,0.7406440000000001
222,-35.531000691258285,-80.74125879488562,0.7869713086020165,0.32864265128599696,503,proposed,0.743662
223,-233.81571586328985,-101.24891887893091,0.7826258544866767,0.326999438029567,411,proposed,0.7461279999999999
224,-125.23321616952512,-75.25766308755416,0.7661947357818621,0.3253644408394192,545,proposed,0.749398
225,-91.45170087322386,-75.71977801399943,0.79657742829733,0.3237376186352221,93,proposed,0.7499560000000001
226,-26.208844978847495,-74.59257938427932,0.8149032818419593,0.322118930542046,105,proposed,0.750586
227,-172.8001392707007,-97.52750675114343,0.7731112876295735,0.32050833588933575,387,proposed,0.752908
228,-13.178028365342895,-70.64510793560466,0.7238377724066377,0.31890579420988907,1000,proposed,0.758908
229,-74.93255942364175,-78.76606270996334,0.71265643156401,0.3173112652388396,101,proposed,0.759514
230,-126.86857500742344,-86.67541546496929,0.7400345368178811,0.3157247089126454,127,proposed,0.760276
231,-18.641354086490782,-91.86611347297442,0.7463490450903774,0.3141460853680822,1000,proposed,0.766276
232,43.09933162744787,-84.0030802411038,0.7302061632871628,0.3125753549412418,1000,proposed,0.772276
233,-248.0511321043,-85.42662186520481,0.7078869489235279,0.31101247816653554,924,proposed,0.77782
234,74.06239394368524,-65.49706085388377,0.7025557315349579,0.30945741577570285,1000,proposed,0.78382
235,18.499418007189604,-54.50194896584244,0.6919003374874592,0.3079101286968243,1000,proposed,0.78982
236,-333.9736971522792,-85.27843418318561,0.6896899029668561,0.3063705780533402,266,proposed,0.7914160000000001
237,-11.501467706312553,-69.14856702674679,0.6046567972100109,0.30483872516307353,109,proposed,0.79207
238,1.403600661923944,-67.69040412402009,0.7020089643001557,0.3033145315372582,1000,proposed,0.7980700000000001
239,-87.47739080497394,-68.94488726215332,0.6574650839102426,0.3017979588795719,454,proposed,0.800794
240,-161.1363520849281,-72.3716649699038,0.6644964029210162,0.30028896908517405,657,proposed,0.8047360000000001
241,-25.855248097871012,-73.09305437104183,0.669087092346474,0.2987875242397482,469,proposed,0.80755
242,-123.32634223263472,-89.73562175705008,0.6946620983165382,0.29729358661854943,149,proposed,0.8084439999999999
243,-41.0856704832827,-69.03907559494834,0.6665499278828502,0.29580711868545667,1000,proposed,0.814444
244,-66.74530597694472,-83.11984558701134,0.6309357310459017,0.2943280830920294,1000,proposed,0.820444
245,9.370712862783407,-84.03271610145195,0.6152394246533514,0.29285644267656924,1000,proposed,0.826444
246,-196.3622931937648,-70.27157570560051,0.5987076320129783,0.2913921604631864,476,proposed,0.8293
247,-48.8093302920018,-74.00236196416944,0.6363302722813622,0.28993519966087045,124,proposed,0.830044
248,-28.88307967907313,-77.03102999826915,0.6175539519712329,0.2884855236625661,1000,proposed,0.836044
249,-283.16361888808126,-96.59965280657988,0.5978887327294409,0.28704309604425327,721,proposed,0.8403700000000001
250,-26.821424703475856,-83.16816006843466,0.588524982038694,0.285607880564032,253,proposed,0.841888
251,21.19097691550862,-78.4635375670967,0.5831646038219332,0.28417984116121187,1000,proposed,0.847888
252,-88.70407781789429,-75.00131112562265,0.6277760805478737,0.2827589419554058,134,proposed,0.848692
253,30.57452771476177,-67.8352913058182,0.5916115592122078,0.28134514724562876,1000,proposed,0.854692
254,-35.64916782257267,-64.72567749038099,0.5836175617426634,0.2799384215094006,1000,proposed,0.860692
255,-31.348447613962975,-68.79759353805562,0.5117219381389164,0.27853872940185365,84,proposed,0.8611960000000001
256,-108.19851570272355,-59.98121578895152,0.5478051123842597,0.27714603575484437,1000,proposed,0.8671960000000001
257,-257.7195019744504,-80.87223295719637,0.5343517730680277,0.2757603055760701,424,proposed,0.86974
258,-69.52194808959644,-84.93611979824871,0.5536021780818701,0.2743815040481898,1000,proposed,0.87574
259,-116.94526798067062,-68.31428470750764,0.5555423150860495,0.2730095965279488,248,proposed,0.877228
260,-11.854162030926153,-66.81755844025268,0.5532818893119693,0.27164454854530906,1000,proposed,0.883228
261,-59.548309777231,-74.89148710952665,0.5328692276328802,0.2702863258025825,1000,proposed,0.889228
262,-58.999373210817836,-71.92101664881899,0.5647783714758102,0.2689348941735696,344,proposed,0.891292
263,-4.484380880147317,-75.4269075083099,0.5196712672412396,0.26759021970270175,1000,proposed,0.897292
264,18.423873266163397,-70.0196033994363,0.5206709904111921,0.2662522686041882,1000,proposed,0.903292
265,-100.52425889240236,-76.93718452728024,0.5176100898912475,0.2649210072611673,443,proposed,0.90595
266,-24.66234135082339,-68.5835670920902,0.5089036165401339,0.26359640222486147,1000,proposed,0.9119499999999999
267,-100.73305963718896,-52.88492285836408,0.49448566330969335,0.26227842021373715,1000,proposed,0.9179499999999999
268,-8.300797318286726,-46.76280778123309,0.48102307683370243,0.2609670281126685,127,proposed,0.918712
269,5.307715036745165,-34.537509479491526,0.5118707524415869,0.25966219297210513,161,proposed,0.919678
270,10.663280827137177,-32.28576519368519,0.4881465833336115,0.2583638820072446,1000,proposed,0.925678
271,-264.617249478291,-52.792659163791186,0.5290028190160815,0.2570720625972084,211,proposed,0.926944
272,-232.168821065535,-70.10960394926289,0.5142482618812001,0.25578670228422234,696,proposed,0.93112
273,19.137912234993607,-67.7473746377488,0.4725982033796893,0.25450776877280124,131,proposed,0.931906
274,-106.77542379806249,-80.26730434417141,0.4735298351136179,0.2532352299289372,371,proposed,0.934132
275,-94.77784195580314,-79.69266265051148,0.4897697950601578,0.2519690537792925,1000,proposed,0.940132
276,-79.48338771487578,-85.17476728691673,0.48343455673754215,0.2507092085103961,1000,proposed,0.946132
277,-62.9084677726927,-81.39230810046709,0.4651621163049072,0.2494556624678441,189,proposed,0.9472659999999999
278,-3.4468318175910495,-80.90691155039752,0.47950200564414264,0.24820838415550486,1000,proposed,0.953266
279,-82.39314922018434,-89.67699797609046,0.4802818702295493,0.24696734223472733,211,proposed,0.954532
