episode,reward,avg_reward_10,loss,epsilon,steps,method,per_beta
89,-29.45661535825252,-79.6957677408433,0.8498807661235332,0.6401093727576664,168,proposed,0.45662800000000003
90,-52.68055046449578,-76.71394218720057,0.8799741098941383,0.6369088258938781,118,proposed,0.457336
91,-91.45401290439895,-78.47587671705831,0.9942268787061467,0.6337242817644086,85,proposed,0.45784600000000003
92,-93.06914932163436,-85.17430244098553,0.9668663816733493,0.6305556603555866,144,proposed,0.45871
93,-36.2096312167975,-73.56660271571994,0.8784307411738804,0.6274028820538087,154,proposed,0.45963400000000004
94,-121.95423081735856,-78.02568547311057,0.8934234380032178,0.6242658676435396,216,proposed,0.46093
95,-81.64916659018678,-78.06980951419757,0.7613841705024242,0.6211445383053219,80,proposed,0.46141
96,-50.65018518610269,-70.36518743155793,0.8117606961621647,0.6180388156137953,113,proposed,0.462088
97,-113.04379098695745,-70.36980575067788,0.774689949883355,0.6149486215357263,180,proposed,0.463168
98,-103.20523130652839,-77.3372564152713,0.8151265264718563,0.6118738784280476,154,proposed,0.464092
99,-153.24059765269345,-89.71565464471539,0.8230286225576529,0.6088145090359074,149,proposed,0.464986
100,-40.39453508712327,-88.48705310697814,0.8818925803975214,0.6057704364907278,158,proposed,0.465934
101,-20.510394769925014,-81.39269129353075,1.032998343236255,0.6027415843082742,137,proposed,0.466756
102,-60.48288627195725,-78.13406498856304,1.057655292810226,0.5997278763867329,98,proposed,0.46734400000000004
103,-89.21823202826485,-83.43492506970976,1.0160375907097334,0.5967292370047992,81,proposed,0.46783
104,-85.99352527448272,-79.83885451542218,0.9341636067729885,0.5937455908197752,177,proposed,0.46889200000000003
105,-58.46503668672236,-77.52044152507575,0.8511492297200873,0.5907768628656763,101,proposed,0.469498
106,-132.9763234665964,-85.75305535312512,0.8333285750681265,0.5878229785513479,173,proposed,0.470536
107,-19.629183639439773,-76.41159461837336,0.8894994270423768,0.5848838636585911,142,proposed,0.47138800000000003
108,-58.41368775561129,-71.93244026328162,0.8264636569747738,0.5819594443402982,204,proposed,0.47261200000000003
109,-15.536487113064098,-58.1620292093187,0.8471621403754768,0.5790496471185967,118,proposed,0.47332
110,-106.07240590739158,-64.72981629134554,0.8440373056892598,0.5761543988830038,178,proposed,0.47438800000000003
111,-61.350855474138726,-68.81386236176691,0.9149337423535494,0.5732736268885887,130,proposed,0.47516800000000003
112,-124.7931846777161,-75.24489220234278,0.8955666930288881,0.5704072587541458,111,proposed,0.47583400000000003
113,-2.1589253497404286,-66.53896153449035,0.8421423281176706,0.567555222460375,89,proposed,0.476368
114,5.860114621190192,-57.35359754492306,0.8816433642521377,0.5647174463480732,121,proposed,0.477094
115,-108.96179358433339,-62.403273234684164,0.7846550809245714,0.5618938591163328,142,proposed,0.47794600000000004
116,-54.469751955513544,-54.55261608357588,0.7724574972633962,0.5590843898207511,108,proposed,0.478594
117,-106.37930118819257,-63.22762783845117,0.7433731911787346,0.5562889678716474,201,proposed,0.4798
118,-26.773516472205955,-60.06361071011063,0.785859378999558,0.5535075230322891,138,proposed,0.480628
119,-188.2267705099713,-77.33263904980136,0.7880206572832448,0.5507399854171277,202,proposed,0.48184000000000005
120,-61.90128377785898,-72.91552683684809,0.7472571465529894,0.547986285490042,95,proposed,0.48241
121,-94.37746188228809,-76.21818747766302,0.8900913551791023,0.5452463540625918,131,proposed,0.483196
122,-89.0468236848335,-72.64355137837477,0.8504512794888937,0.5425201222922789,130,proposed,0.483976
123,-84.37254175208486,-80.8649130186092,0.8880387806357481,0.5398075216808175,156,proposed,0.484912
124,-162.50877115387038,-97.70180159611526,0.8104126705659016,0.5371084840724134,267,proposed,0.486514
125,-38.706068971491945,-90.67622913483112,0.8519776876767476,0.5344229416520513,75,proposed,0.486964
126,11.301192561240981,-84.09913468315565,0.8206277525686956,0.531750826943791,91,proposed,0.48751
127,-116.57864565753934,-85.11906913009034,0.8169740381613374,0.5290920728090721,1000,proposed,0.49351
128,-69.43302353664035,-89.38501983653377,0.8249590499060494,0.5264466124450268,210,proposed,0.49477000000000004
129,-31.30201412843644,-73.69254419838029,0.9226165847344832,0.5238143793828016,88,proposed,0.495298
130,-3.6075721840990695,-67.8631730390043,0.8186591453310372,0.5211953074858876,138,proposed,0.496126
131,-92.975877175852,-67.7230145683607,0.8351172553375363,0.5185893309484582,208,proposed,0.497374
132,-64.82846713670449,-65.30117891354779,0.8012791011068556,0.5159963842937159,153,proposed,0.498292
133,-41.00213813290186,-60.96413855162949,0.8317511796423819,0.5134164023722473,113,proposed,0.49897
134,64.581412201799,-38.25512021606255,0.7764857263510464,0.510849320360386,131,proposed,0.49975600000000003
135,31.299223284386926,-31.25459099047466,0.7720601807993192,0.5082950737585841,260,proposed,0.501316
136,43.272459566880784,-28.057464289910683,0.7547204036712647,0.5057535983897912,1000,proposed,0.507316
137,-74.59546024550312,-23.859145748707064,0.7274192443665336,0.5032248303978422,170,proposed,0.508336
138,42.89243822177266,-12.62659957286576,0.7448628410100937,0.500708706245853,1000,proposed,0.514336
139,13.662977094388921,-8.130100450583225,0.8466012286123379,0.4982051627146237,129,proposed,0.51511
140,0.8565171432012164,-7.6836915178531955,0.797544947392504,0.49571413690105054,213,proposed,0.5163880000000001
141,-56.24118335756862,-4.0102221360248596,0.8327296603726977,0.4932355662165453,131,proposed,0.517174
142,-104.14535251955822,-7.941910674310231,0.8567307405173779,0.4907693883854626,128,proposed,0.517942
143,-95.71325448624799,-13.413022309644845,0.9188216176123647,0.4883155414435353,171,proposed,0.518968
144,-11.115689123061543,-20.9827324421309,0.9820056807190652,0.4858739637363176,126,proposed,0.5197240000000001
145,7.16258110064625,-23.39639666050497,0.9558425725058273,0.483444593917636,108,proposed,0.5203720000000001
146,-45.94869085460047,-32.31851170265308,0.8605025617477021,0.4810273709480478,183,proposed,0.52147
147,-337.16083706918835,-58.575049385021615,0.8243070136580253,0.47862223409330756,913,proposed,0.526948
148,-46.9876471428781,-67.56305792148669,0.8159366276943021,0.47622912292284103,72,proposed,0.52738
149,-41.866661733529156,-73.11602180427849,0.8232410904837818,0.4738479773082268,205,proposed,0.52861
150,-79.07007634401482,-81.1086811530001,0.7777838688908201,0.47147873742168567,132,proposed,0.529402
151,15.79065096597104,-73.90549772064614,0.845130136630065,0.46912134373457726,142,proposed,0.530254
152,-48.9841795270181,-68.38938042139213,0.8387175387303744,0.46677573701590436,336,proposed,0.53227
153,-30.297163703303525,-61.847771343097676,0.805409081473753,0.46444185833082485,154,proposed,0.533194
154,-32.028293148154475,-63.939031745606975,0.7939052527759507,0.46211964903917074,171,proposed,0.53422
155,-66.90528468393154,-71.34581832406477,0.7830322306309498,0.4598090507939749,241,proposed,0.535666
156,67.0231538544903,-60.048633853155685,0.7629486319720745,0.457510005540005,1000,proposed,0.541666
157,-64.11485368405675,-32.74403551464251,0.804061698682961,0.45522245551230495,168,proposed,0.542674
158,-10.322503391479302,-29.07752113950263,0.736459495812437,0.4529463432347434,137,proposed,0.543496
159,18.968713633402743,-22.993983602809443,0.7207910539997611,0.4506816115185697,157,proposed,0.544438
160,4.0813641269512075,-14.678839555712841,0.7144020491316915,0.4484282034609769,1000,proposed,0.550438
161,-144.23699400947677,-30.681604053257626,0.7074059572561767,0.446186062443672,129,proposed,0.551212
162,-27.630029341026486,-28.54618903465846,0.7248033570672223,0.4439551321314536,167,proposed,0.552214
163,20.66995955727984,-23.449476708600123,0.7678259829544041,0.4417353564707963,146,proposed,0.55309
164,38.10890907990012,-16.435756485794663,0.7146834289804102,0.43952667968844233,1000,proposed,0.55909
165,-94.7880346917254,-19.224031486574052,0.6891316410016131,0.43732904629000013,189,proposed,0.560224
166,-24.29593396432199,-28.35594026845528,0.738451343602859,0.4351424010585501,156,proposed,0.56116
167,27.984574438394493,-19.145997456210157,0.6682450867667794,0.43296668905325736,1000,proposed,0.56716
168,33.812584929903636,-14.732488624071863,0.6806691380576317,0.43080185560799106,161,proposed,0.568126
169,14.87410640681296,-15.14194934673084,0.6510747568756342,0.4286478463299511,1000,proposed,0.574126
170,-116.84539626085855,-27.234625385511816,0.6260355999811591,0.42650460709830135,551,proposed,0.577432
171,-32.03285736561359,-16.0142117211255,0.6604074235707521,0.42437208406280985,1000,proposed,0.583432
172,-45.37759167794729,-17.788967954817576,0.6266802429484252,0.4222502236424958,312,proposed,0.585304
173,36.64407322669139,-16.19155658787642,0.6142533901929855,0.42013897252428334,1000,proposed,0.591304
174,29.227168736422986,-17.079730622224133,0.5967808840945363,0.4180382776616619,1000,proposed,0.5973040000000001
175,37.60794631406854,-3.8401325216447417,0.5989167274087668,0.4159480862733536,1000,proposed,0.6033040000000001
176,-64.87885418060861,-7.898424543273404,0.5826917115350564,0.41386834584198684,150,proposed,0.604204
177,16.907154989438066,-9.006166488169047,0.5643022256903351,0.4117990041127769,1000,proposed,0.610204
178,-34.5237865457094,-15.839803635730352,0.5671614791285626,0.40974000909221303,196,proposed,0.61138
179,-45.60777748960295,-21.887992025371943,0.540506127211502,0.40769130904675194,236,proposed,0.612796
180,-47.30887523225482,-14.934339922511565,0.5379184720202767,0.40565285250151817,232,proposed,0.6141880000000001
181,-97.94070946786888,-21.525125132737095,0.6398005484978655,0.4036245882390106,134,proposed,0.614992
182,0.31670637846173344,-16.955695327096198,0.5598279922008514,0.4016064652978155,1000,proposed,0.620992
183,23.995196895439307,-18.220582960221403,0.6134078040098151,0.3995984329713264,96,proposed,0.621568
184,-28.176411224607264,-23.96094095632443,0.5737765302349415,0.3976004408064698,112,proposed,0.62224
185,19.651231538419253,-25.75661243388936,0.5407475613449749,0.39561243860243744,133,proposed,0.623038
186,-84.38031222913729,-27.706758238742225,0.5639239338646947,0.3936343764094253,452,proposed,0.62575
187,46.680435979154375,-24.729430139770596,0.5280526063740253,0.39166620452737816,1000,proposed,0.63175
188,31.666556189187588,-18.110395866280896,0.519303491647295,0.3897078735047413,139,proposed,0.632584
189,-67.45320092142393,-20.294938209462995,0.5065857942151551,0.3877593341372176,202,proposed,0.633796
190,-56.7160732962909,-21.2356580158666,0.5083615551322279,0.3858205374665315,355,proposed,0.635926
191,17.6034925509595,-9.681237813983763,0.5513319168950765,0.38389143477919885,131,proposed,0.636712
192,112.43706357354081,1.5307979055241447,0.539583660280332,0.3819719776053028,1000,proposed,0.642712
193,-121.88493991997456,-13.05721577601724,0.5106817153632961,0.3800621177172763,372,proposed,0.644944
194,-78.65908737907094,-18.105483391463608,0.5027080998534248,0.37816180712868996,315,proposed,0.646834
195,-235.92741767438028,-43.663348312743565,0.5055852260644107,0.37627099809304654,421,proposed,0.64936
196,-196.57266749027997,-54.882583838857826,0.5139842031467626,0.3743896431025813,932,proposed,0.654952
197,-84.10746341974149,-67.96137377874742,0.5077930745059643,0.37251769488706843,289,proposed,0.6566860000000001
198,-166.59292615007342,-87.78732201267353,0.4888955408346749,0.3706551064126331,620,proposed,0.660406
199,-41.45495338294505,-85.18749725882563,0.47050927436870077,0.36880183088056995,115,proposed,0.661096
200,5.903527143343616,-78.92553721486219,0.4949499426372349,0.3669578217261671,1000,proposed,0.667096
201,-14.764510820992484,-82.1623375520574,0.4925221005404318,0.36512303261753626,148,proposed,0.667984
202,-103.57725959342208,-103.76376986875366,0.5034590290530639,0.3632974174544486,340,proposed,0.670024
203,-106.26682004067321,-102.20195788082356,0.5249768401074676,0.3614809303671764,358,proposed,0.672172
204,-12.88164975385125,-95.62421411830158,0.46050523427443774,0.3596735257153405,123,proposed,0.67291
205,-149.77115274449355,-87.00858762531288,0.4878256521795107,0.3578751580867638,529,proposed,0.676084
206,87.92095218225595,-58.55922565805929,0.49070547163486483,0.35608578229633,1000,proposed,0.682084
207,-90.03325412207462,-59.15180472829261,0.4718194453528634,0.3543053533848483,459,proposed,0.6848380000000001
208,-73.87925277950458,-49.880437391235716,0.4504296947560162,0.35253382661792404,193,proposed,0.685996
209,-108.52949559766361,-56.58789161270757,0.45772067361547353,0.3507711574848344,439,proposed,0.6886300000000001
210,-91.2817085590204,-66.306415182944,0.4528832122886262,0.34901730169741024,147,proposed,0.689512
211,-98.52926029184432,-74.68289013002916,0.48508011601451373,0.3472722151889232,288,proposed,0.6912400000000001
212,-63.995959874969685,-70.72476015818394,0.48473022005325833,0.3455358541129786,344,proposed,0.693304
213,-42.5131901500813,-64.34939716912473,0.4557824892881844,0.3438081748424137,450,proposed,0.6960040000000001
214,-2.2156538491171105,-63.28279757865132,0.4475969279333949,0.3420891339682016,1000,proposed,0.7020040000000001
215,-8.028035504969353,-49.108485854698905,0.44012120050772296,0.3403786882983606,267,proposed,0.703606
216,7.320673975068565,-57.168513675417636,0.4321933737434447,0.3386767948568688,1000,proposed,0.709606
217,-63.96450817277014,-54.56163908048719,0.4151511643901467,0.33698341088258443,1000,proposed,0.715606
218,-130.48008253973032,-60.22172205650977,0.421301171895774,0.3352984938281715,136,proposed,0.716422
219,87.99359193860671,-40.56941330288274,0.4330734178386629,0.33362200135903064,1000,proposed,0.722422
220,-174.1938647390067,-48.86062892088136,0.4161789317403666,0.33195389135223546,880,proposed,0.7277020000000001
221,-37.247104566425314,-42.73241334833947,0.42885451232641936,0.3302941218954743,1000,proposed,0.7337020000000001
222,87.20565001215049,-27.612252359627444,0.4132581204921007,0.32864265128599696,1000,proposed,0.739702
223,7.5879661570691495,-22.6021367289124,0.3931032953448594,0.326999438029567,1000,proposed,0.745702
224,-99.14472897290824,-32.295044241291514,0.38472205644317026,0.3253644408394192,262,proposed,0.747274
225,-41.61881062859385,-35.65412175365397,0.37558947380529634,0.3237376186352221,109,proposed,0.7479279999999999
226,-65.35861432026813,-42.922050583187634,0.38679263272112413,0.322118930542046,93,proposed,0.748486
227,58.0236353686575,-30.72323622904487,0.39929488307610156,0.32050833588933575,1000,proposed,0.754486
228,13.646737289447008,-16.31055424612714,0.35824921463988724,0.31890579420988907,1000,proposed,0.760486
229,48.98217597014961,-20.211695842972848,0.3785707755871117,0.3173112652388396,1000,proposed,0.766486
230,-138.4850542765293,-16.640814796725106,0.3616655892606591,0.3157247089126454,542,proposed,0.769738
231,-84.252222947805,-21.341326634863073,0.3692680824119433,0.3141460853680822,113,proposed,0.770416
232,-277.62106881780136,-57.823998517858264,0.3890272330335481,0.3125753549412418,687,proposed,0.774538
233,-151.5606681198218,-73.73886194554736,0.44882926864422396,0.31101247816653554,674,proposed,0.7785820000000001
234,24.25805776795134,-61.398583271461405,0.4209777858555317,0.30945741577570285,1000,proposed,0.7845820000000001
235,-202.56973169314534,-77.49367537791655,0.37165835611922765,0.3079101286968243,279,proposed,0.7862560000000001
236,-89.16642944274903,-79.87445689016464,0.3981199414487928,0.3063705780533402,1000,proposed,0.7922560000000001
237,39.280998479062276,-81.74872057912417,0.36124595819703686,0.30483872516307353,149,proposed,0.79315
238,16.68563092984037,-81.44483121508482,0.37377544097043575,0.3033145315372582,1000,proposed,0.79915
239,-173.38572230312687,-103.68162104241249,0.36621217126312267,0.3017979588795719,685,proposed,0.8032600000000001
240,-23.58727242772479,-92.19184285753201,0.34605422147922216,0.30028896908517405,1000,proposed,0.8092600000000001
241,110.53313956762352,-72.71330660598917,0.348821854657524,0.2987875242397482,794,proposed,0.8140240000000001
242,-139.1691623233425,-58.868115956543285,0.3539841644203843,0.29729358661854943,199,proposed,0.815218
243,-89.98827799949379,-52.71087694451048,0.3520477603056601,0.29580711868545667,84,proposed,0.8157220000000001
244,-15.401315154315702,-56.6768142367372,0.3474287399277091,0.2943280830920294,1000,proposed,0.8217220000000001
245,-34.38078466193977,-39.85791953361663,0.3222900676796106,0.29285644267656924,314,proposed,0.8236060000000001
246,60.71645354068664,-24.86963123527306,0.32578289607167243,0.2913921604631864,1000,proposed,0.8296060000000001
247,79.81421968540866,-20.816309114638425,0.31964159781765195,0.28993519966087045,1000,proposed,0.8356060000000001
248,31.429656427231134,-19.341906564899354,0.312745823411271,0.2884855236625661,1000,proposed,0.8416060000000001
249,-173.86297790183113,-19.389632124769776,0.2917882509705589,0.28704309604425327,254,proposed,0.84313
250,-55.34747416925315,-22.56565229892261,0.30089607814859065,0.285607880564032,280,proposed,0.8448100000000001
251,67.58682586030824,-26.860283669654137,0.32433386060222985,0.28417984116121187,1000,proposed,0.85081
252,79.35665112928217,-5.00770232439167,0.31733917249459775,0.2827589419554058,1000,proposed,0.85681
253,-204.6916977195167,-16.47804429639396,0.29352969094669984,0.28134514724562876,997,proposed,0.862792
254,-171.3975512115265,-32.07766790211504,0.29702095228225683,0.2799384215094006,129,proposed,0.8635660000000001
255,30.4464609789711,-25.594943338023953,0.29397837319597603,0.27853872940185365,1000,proposed,0.8695660000000001
256,-146.62210027017187,-46.3287987191098,0.284941235507528,0.27714603575484437,750,proposed,0.874066
257,-208.6373735027936,-75.17395803793002,0.28629756361156344,0.2757603055760701,415,proposed,0.876556
258,-93.73692258888386,-87.69061593954152,0.2808074370581419,0.2743815040481898,141,proposed,0.877402
259,-0.510695427539235,-70.35538769211233,0.2787435738211498,0.2730095965279488,1000,proposed,0.883402
260,-40.80362485303073,-68.9010027604901,0.2830186347644776,0.27164454854530906,1000,proposed,0.889402
261,112.28189424378296,-64.43149592214262,0.28419112916942685,0.2702863258025825,1000,proposed,0.895402
262,235.00328287741416,-48.866832747329426,0.26543317952650197,0.2689348941735696,424,proposed,0.897946
263,119.97131725790382,-16.400531249587374,0.26233666808297856,0.26759021970270175,1000,proposed,0.903946
264,27.893066192424534,3.5285304908077344,0.270780149301514,0.2662522686041882,1000,proposed,0.909946
265,173.04054796315012,17.787939189225632,0.25963605291420416,0.2649210072611673,899,proposed,0.91534
266,-76.25724721804674,24.824424494438137,0.304887371959987,0.26359640222486147,111,proposed,0.916006
267,105.51107936257796,56.239269780975306,0.2467019969150424,0.26227842021373715,1000,proposed,0.922006
268,-11.298920247857225,64.48307001507797,0.2576440439093858,0.2609670281126685,160,proposed,0.922966
269,59.73855243515972,70.50799480134786,0.23840241279173643,0.25966219297210513,1000,proposed,0.928966
270,104.15398495831612,85.00375578248254,0.24406149420887233,0.2583638820072446,1000,proposed,0.934966
271,148.7398627988216,88.64955263798639,0.2241532679796219,0.2570720625972084,1000,proposed,0.940966
272,-85.82665287892232,56.56655906235276,0.2396210789166648,0.25578670228422234,145,proposed,0.941836
273,90.82270378494391,53.65169771505676,0.23369654075801372,0.25450776877280124,1000,proposed,0.947836
274,-100.72903311399942,40.78948778441437,0.22159291798583208,0.2532352299289372,390,proposed,0.950176
275,-49.538534341378394,18.531579553961517,0.2619608695663157,0.2519690537792925,84,proposed,0.95068
276,-53.90322535975287,20.766981739790907,0.2231368091981858,0.2507092085103961,1000,proposed,0.95668
277,-37.48819006358107,6.467054797175004,0.2065216930137134,0.2494556624678441,142,proposed,0.957532
278,212.75482936227831,28.87242975818856,0.2164251513672766,0.24820838415550486,674,proposed,0.961576
279,226.68602084919004,45.5671765995916,0.20943126758354294,0.24696734223472733,578,proposed,0.965044
280,75.42261288790642,42.69403939255062,0.19771579139726236,0.2457325055235537,1000,proposed,0.971044
