episode,reward,avg_reward_10,loss,epsilon,steps,method
38,-80.94766226403209,-109.30825393340258,1.3593140559659587,0.8265651079747222,139,double_dqn
39,-254.5912190828178,-127.23112912998276,1.2536972265564994,0.8224322824348486,89,double_dqn
40,-70.57151812644207,-123.44464938990009,1.1683304394851595,0.8183201210226743,149,double_dqn
41,-193.0166415724458,-134.650281204689,1.3385867585306581,0.8142285204175609,115,double_dqn
42,-187.8102302809839,-131.5049529737276,1.3915172640804772,0.810157377815473,111,double_dqn
43,-232.2329220915243,-142.83398581980273,1.3780941671338576,0.8061065909263957,145,double_dqn
44,-70.01634624059841,-138.72580196053235,1.529531296396601,0.8020760579717637,138,double_dqn
45,-37.80941946628547,-132.42950415130923,1.5506551467180252,0.798065677681905,125,double_dqn
46,-94.85579837214595,-131.25323020982952,1.0124366296374279,0.7940753492934954,69,double_dqn
47,-99.08496527361613,-132.09367227708918,1.3011190624431122,0.7901049725470279,86,double_dqn
48,-165.1140662654443,-140.5103126772304,1.5053665507354854,0.7861544476842928,81,double_dqn
49,-77.35573234265661,-122.78676400321429,1.31738237036126,0.7822236754458713,70,double_dqn
50,-76.93060181284787,-123.4226723718549,1.379996289457895,0.778312557068642,113,double_dqn
51,-272.7201701986134,-131.39302523447165,1.3410709909685365,0.7744209942832988,182,double_dqn
52,-204.38977286577938,-133.05097949295117,1.2284057904724721,0.7705488893118823,108,double_dqn
53,-59.26845918927518,-115.75453320272626,1.2640304400936349,0.7666961448653229,77,double_dqn
54,-94.75231172541984,-118.2281297512084,1.1469382863346633,0.7628626641409962,154,double_dqn
55,-129.77126336145227,-127.42431414072507,1.257072283765849,0.7590483508202912,85,double_dqn
56,-208.02494066970905,-138.7412283704814,1.3083467419658388,0.7552531090661897,98,double_dqn
57,-65.87189900475954,-135.41992174359575,1.1531843445622003,0.7514768435208588,78,double_dqn
58,-88.82310310533579,-127.7908254275849,1.2119168767038686,0.7477194593032545,162,double_dqn
59,-137.62107581700843,-133.81735977502007,1.1975441675020169,0.7439808620067382,158,double_dqn
60,-96.38878268113751,-135.76317786184904,1.197288362234831,0.7402609576967045,100,double_dqn
61,-62.96915924775965,-114.7880767667637,1.2855882469463993,0.736559652908221,74,double_dqn
62,-114.27889180761088,-105.77698866094684,1.0741612361371518,0.7328768546436799,100,double_dqn
63,-124.20932105758675,-112.27107484777798,1.1843380225372726,0.7292124703704616,116,double_dqn
64,-73.47775288265507,-110.1436189635015,1.129475584831731,0.7255664080186093,87,double_dqn
65,-44.702414814086836,-101.63673410876495,1.1603805117578392,0.7219385759785162,83,double_dqn
66,-172.35381546686682,-98.06962158848073,1.1793167015812436,0.7183288830986236,122,double_dqn
67,-60.50621527100877,-97.53305321510564,1.0934518404580928,0.7147372386831305,81,double_dqn
68,-56.2452031889209,-94.27526322346415,1.0845091680010546,0.7111635524897149,103,double_dqn
69,-59.43797793469285,-86.45695343523259,1.2913464727726849,0.7076077347272662,110,double_dqn
70,-65.08459656597951,-83.3265348237168,1.187929971156449,0.7040696960536299,145,double_dqn
71,-63.36613761843111,-83.36623266078394,1.2236718446016313,0.7005493475733617,90,double_dqn
72,-40.93103195048808,-76.03144667507168,1.1856621395676368,0.697046600835495,62,double_dqn
73,-74.06244079588015,-71.016758648901,1.1839326147312,0.6935613678313175,81,double_dqn
74,-103.5183000541905,-74.02081336605455,1.2313816818453016,0.6900935609921609,210,double_dqn
75,-8.12506224813906,-70.36307810945979,1.1491079408276295,0.6866430931872001,112,double_dqn
76,-67.07131344519686,-59.83482790729279,1.136040760858639,0.6832098777212641,111,double_dqn
77,-56.21733521990082,-59.40593990218199,1.0317634417675436,0.6797938283326578,160,double_dqn
78,-106.54055792379505,-64.4354753756694,1.1653710321543065,0.6763948591909945,188,double_dqn
79,-215.70970605634818,-80.06264818783492,1.1262006266550584,0.6730128848950395,110,double_dqn
80,-201.1181963441525,-93.66600816565222,1.1805198642316166,0.6696478204705644,111,double_dqn
81,-22.544288618522586,-89.58382326566138,1.434200127919515,0.6662995813682115,90,double_dqn
82,1.6036370374399809,-85.33035636686857,1.1351083511655982,0.6629680834613705,220,double_dqn
83,-35.744412449446486,-81.4985535322252,1.0097952901639722,0.6596532430440636,88,double_dqn
84,-60.69614947592108,-77.21633847439827,1.289837960969834,0.6563549768288433,105,double_dqn
85,-186.51769631087458,-95.05560188067182,1.1829520226820656,0.653073201944699,115,double_dqn
86,-70.10756243418659,-95.35922677957079,1.1803212499399798,0.6498078359349755,218,double_dqn
87,-53.55194576851966,-95.09268783443267,0.9079741187296905,0.6465587967553006,77,double_dqn
88,7.682935181708984,-83.67033852388226,1.077946176622496,0.6433260027715241,172,double_dqn
89,-23.341935708817445,-64.43356148912919,1.2437202948899495,0.6401093727576664,105,double_dqn
90,-182.10587622117018,-62.53232947683097,1.0929942411485682,0.6369088258938781,178,double_dqn
91,-200.0447157920294,-80.28237219418165,1.1506965032806902,0.6337242817644086,132,double_dqn
92,-52.49267458819715,-85.69200335674536,1.170717906410044,0.6305556603555866,165,double_dqn
93,-2.764876473111542,-82.39404975911187,1.1659877726009913,0.6274028820538087,91,double_dqn
94,-29.83162684390014,-79.30759749590976,1.1992078168051583,0.6242658676435396,140,double_dqn
95,-63.00032505046088,-66.9558603698684,1.1243421855738494,0.6211445383053219,123,double_dqn
96,-81.5287024977984,-68.09797437622959,1.2551450018904038,0.6180388156137953,112,double_dqn
97,-83.24529099644613,-71.06730889902221,1.1791168131496546,0.6149486215357263,212,double_dqn
98,-70.35431418259583,-78.8710338354527,1.1043906908356742,0.6118738784280476,89,double_dqn
99,-70.79177259243899,-83.61601752381485,0.9853848049352909,0.6088145090359074,58,double_dqn
100,-79.42137921300423,-73.34756782299829,1.1525952830126411,0.6057704364907278,95,double_dqn
101,-43.297417088642455,-57.67283795265956,1.1943138443997927,0.6027415843082742,112,double_dqn
102,-35.396117034294775,-55.96318219726934,1.0926145751727745,0.5997278763867329,128,double_dqn
103,-44.2614353230603,-60.112838082264204,1.0854423674868374,0.5967292370047992,82,double_dqn
104,-1.5309067210968976,-57.28276606998389,1.1247035903511224,0.5937455908197752,270,double_dqn
105,-108.24988352910401,-61.8077219178482,1.0558024468116982,0.5907768628656763,172,double_dqn
106,-86.60059899651385,-62.314911567719754,0.8872275497462299,0.5878229785513479,74,double_dqn
107,-41.67357212371181,-58.15773968044631,0.9615947407393055,0.5848838636585911,131,double_dqn
108,-9.720509606590639,-52.09435922284579,1.0499872917930284,0.5819594443402982,90,double_dqn
109,80.51099638993847,-36.96408232460806,1.0979561016210535,0.5790496471185967,181,double_dqn
110,-20.741105833724532,-31.096054986680087,1.0520758143090827,0.5761543988830038,127,double_dqn
111,-16.859255019632982,-28.452238779779133,1.1176394166315302,0.5732736268885887,85,double_dqn
112,7.194911495346361,-24.193135926815014,1.099380850333434,0.5704072587541458,260,double_dqn
113,-92.72740682402178,-29.03973307691117,1.1087153125735163,0.567555222460375,103,double_dqn
114,3.0675809474923454,-28.579884310052243,1.0904456648203704,0.5647174463480732,111,double_dqn
115,-70.25141398058602,-24.780037355200445,1.031484534208839,0.5618938591163328,222,double_dqn
116,-20.860806595463885,-18.20605811509545,1.0113194381026016,0.5590843898207511,87,double_dqn
117,-71.79265672999836,-21.217966575724102,1.062843048367007,0.5562889678716474,145,double_dqn
118,-15.04160596300001,-21.75007621136504,1.0563955453357525,0.5535075230322891,168,double_dqn
119,-134.72252280010883,-43.273428130369766,1.0259755170462947,0.5507399854171277,152,double_dqn
120,15.206918578998824,-39.67862568909743,1.1658916165968318,0.547986285490042,222,double_dqn
121,-36.85038614163726,-41.67773880129787,1.2093049673593208,0.5452463540625918,146,double_dqn
122,-67.42718225196526,-49.13994817602903,1.1068339932532538,0.5425201222922789,105,double_dqn
123,-43.026427319505494,-44.1698502255774,1.0357842359802512,0.5398075216808175,101,double_dqn
124,-98.03663510589013,-54.28027183091565,1.0390513692353223,0.5371084840724134,111,double_dqn
125,-57.120112122527274,-52.96714164510977,1.048746139419322,0.5344229416520513,196,double_dqn
126,-44.687577236279694,-55.349818709191354,1.1972620338957927,0.531750826943791,197,double_dqn
127,-47.33136809497039,-52.90368984568854,1.0837066956730776,0.5290920728090721,129,double_dqn
128,-59.540468179025225,-57.353576067291065,1.0780339735733755,0.5264466124450268,472,double_dqn
129,-46.12921013051837,-48.49424480033203,0.988891201887944,0.5238143793828016,129,double_dqn
130,-39.35883496688304,-53.95082015492021,1.0228397277699914,0.5211953074858876,157,double_dqn
131,23.076162406200083,-47.95816530013648,1.1572606110870838,0.5185893309484582,1000,double_dqn
132,-85.24215888881528,-49.73966296382148,1.2025434978546634,0.5159963842937159,155,double_dqn
133,27.288303465404496,-42.708189885330476,1.1219777373224498,0.5134164023722473,200,double_dqn
134,-113.66086508709627,-44.27061288345109,1.1282785850208858,0.510849320360386,129,double_dqn
135,54.923128023058496,-33.06628886889253,1.2141528162476305,0.5082950737585841,154,double_dqn
136,11.085207199423133,-27.489010425322242,1.175452523931861,0.5057535983897912,1000,double_dqn
137,-25.990263700758092,-25.354899985901007,1.234019994165728,0.5032248303978422,183,double_dqn
138,-47.812546566891655,-24.18210782468765,1.263434884105761,0.500708706245853,485,double_dqn
139,-45.85381945678664,-24.154568757314472,1.2915088618840647,0.4982051627146237,545,double_dqn
140,-61.18889944794567,-26.33757520542074,1.4249401127542953,0.49571413690105054,183,double_dqn
141,-20.074419362193783,-30.652633382260127,1.250940565481782,0.4932355662165453,1000,double_dqn
142,50.79131124523863,-17.049286368854737,1.381119984219659,0.4907693883854626,106,double_dqn
143,-30.40821473413976,-22.818938188809163,1.3135112088173628,0.4883155414435353,160,double_dqn
144,-92.4917000620767,-20.702021686307205,1.3051241054717038,0.4858739637363176,144,double_dqn
145,-15.663451862509561,-27.760679674864015,1.3229042271488025,0.483444593917636,244,double_dqn
146,-21.407664628580633,-31.00996685766438,1.3349941741852533,0.4810273709480478,252,double_dqn
147,-10.135625259384497,-29.424503013527023,1.4133372767613483,0.47862223409330756,130,double_dqn
148,-83.87870036588738,-33.031118393426596,1.2995525598526,0.47622912292284103,79,double_dqn
149,-52.9422274345858,-33.739959191206516,1.32771450334938,0.4738479773082268,277,double_dqn
150,21.415130117899608,-25.479556234621988,1.3271979043334723,0.47147873742168567,1000,double_dqn
151,-29.140918853027387,-26.386206183705347,1.413339652533227,0.46912134373457726,235,double_dqn
152,15.263792519119065,-29.9389580563173,1.227733118399497,0.46677573701590436,124,double_dqn
153,19.269596448628377,-24.971176938040493,1.4219655147600623,0.46444185833082485,213,double_dqn
154,-31.979887851524353,-18.91999571698526,1.3233035670957347,0.46211964903917074,174,double_dqn
155,7.762651286870039,-16.5773854020473,1.4864906546295873,0.4598090507939749,151,double_dqn
156,70.92172586721985,-7.344446352467246,1.406900549262762,0.457510005540005,1000,double_dqn
157,32.27356650316631,-3.103527176212167,1.4246140003800392,0.45522245551230495,1000,double_dqn
158,-119.00592922803433,-6.616250062426863,1.500944685791039,0.4529463432347434,329,double_dqn
159,-169.40204790574523,-18.262232109542804,1.3692117998008821,0.4506816115185697,613,double_dqn
160,-133.71812852844775,-33.775557974177545,1.565163872458718,0.4484282034609769,154,double_dqn
161,-41.16549064891594,-34.9780151537664,1.6141010029957845,0.446186062443672,78,double_dqn
162,-35.1962071267465,-40.024015118352956,1.3966685732205708,0.4439551321314536,111,double_dqn
163,-21.531430368195718,-44.10411780003537,1.402473982423544,0.4417353564707963,1000,double_dqn
164,-32.60501316704374,-44.16663033158731,1.4459066404620322,0.43952667968844233,164,double_dqn
165,9.966508973796081,-43.946244562894705,1.3393497317038197,0.43732904629000013,451,double_dqn
166,-14.865467836921383,-52.52496393330883,1.3785667761728384,0.4351424010585501,276,double_dqn
167,6.762144395916672,-55.07610614403378,1.3937195877730846,0.43296668905325736,1000,double_dqn
168,-45.458138580151285,-47.721327079245484,1.421749442487955,0.43080185560799106,1000,double_dqn
169,-42.30718274130446,-35.0118405628014,1.4019746044218935,0.4286478463299511,151,double_dqn
170,-102.08871389278467,-31.84889909923509,1.4875289997052865,0.42650460709830135,338,double_dqn
171,13.511589216534297,-26.38119111269007,1.420118670076132,0.42437208406280985,1000,double_dqn
172,-61.62538723945623,-29.02410912396104,1.4326871912828916,0.4222502236424958,382,double_dqn
173,-22.994332825319432,-29.17039936967341,1.3691935719847679,0.42013897252428334,1000,double_dqn
174,22.198030762764603,-23.690094976692578,1.3203137621367718,0.4180382776616619,177,double_dqn
175,12.159190097260765,-23.470826864346108,1.3919744794368745,0.4159480862733536,1000,double_dqn
176,-14.114916840844156,-23.395771764738388,1.3840816981047392,0.41386834584198684,1000,double_dqn
177,-20.444187899824517,-26.116404994312507,1.4448261705935002,0.4117990041127769,1000,double_dqn
178,32.39884582740164,-18.330706553557214,1.3915113010406495,0.40974000909221303,1000,double_dqn
179,0.21872585771282615,-14.07811569365549,1.4741486979382379,0.40769130904675194,140,double_dqn
180,-31.61848357146141,-7.031092661523161,1.3909255650847456,0.40565285250151817,258,double_dqn
181,6.5846705478901075,-7.72378452838758,1.405478764474392,0.4036245882390106,1000,double_dqn
182,-256.7277785746911,-27.234023661911067,1.3917663272301093,0.4016064652978155,903,double_dqn
183,91.7390536326464,-15.760685016114484,1.4088493336737156,0.3995984329713264,1000,double_dqn
184,-42.989342450964564,-22.279422337487404,1.4592654989361764,0.3976004408064698,1000,double_dqn
185,-5.4539768486146345,-24.040739032074946,1.42995729342103,0.39561243860243744,1000,double_dqn
186,-14.735104849262253,-24.102757832916755,1.4246412997543811,0.3936343764094253,1000,double_dqn
187,-34.494308258160856,-25.507769868750387,1.446172974737627,0.39166620452737816,112,double_dqn
188,31.200734977363997,-25.627580953754155,1.401732275903225,0.3897078735047413,1000,double_dqn
189,-45.00565469273659,-30.15001900879909,1.4362630111575128,0.3877593341372176,1000,double_dqn
190,24.548398320811458,-24.533330819571805,1.44850213226676,0.3858205374665315,1000,double_dqn
191,-9.297574821564686,-26.121555356517284,1.4073419077694416,0.38389143477919885,1000,double_dqn
192,-0.5597312363616318,-0.5047506226843362,1.397684394478798,0.3819719776053028,1000,double_dqn
193,-89.62139082131449,-18.640795068080426,1.3473484270809764,0.3800621177172763,181,double_dqn
194,-80.9185162765899,-22.433712450642957,1.3715954970270394,0.37816180712868996,1000,double_dqn
195,-22.70974327550012,-24.15928909333151,1.4021192891597747,0.37627099809304654,1000,double_dqn
196,3.4323216569460655,-22.342546442710677,1.3699500425606965,0.3743896431025813,1000,double_dqn
197,-16.30318546095757,-20.52343416299035,1.3668329241871833,0.37251769488706843,1000,double_dqn
198,11.537829167679874,-22.48972474395876,1.3621293164302255,0.3706551064126331,107,double_dqn
199,4.3172626317977985,-17.55743301150532,1.3699526229947805,0.36880183088056995,1000,double_dqn
200,-114.77775936363899,-31.490048779950364,1.3675018804268626,0.3669578217261671,586,double_dqn
201,-60.09545500608692,-36.56983679840259,1.3395664994418621,0.36512303261753626,1000,double_dqn
202,-19.021275841038037,-38.415991258870235,1.281157102689147,0.3632974174544486,1000,double_dqn
203,-28.528743471343034,-32.30672652387308,1.3453793812329602,0.3614809303671764,157,double_dqn
204,-117.74336546056236,-35.98921144227033,1.2341944376627605,0.3596735257153405,135,double_dqn
205,12.177992077650902,-32.50043790695523,1.3290018121898175,0.3578751580867638,1000,double_dqn
206,48.376485471147035,-28.006021525535136,1.2961517559587956,0.35608578229633,1000,double_dqn
207,-73.32936863781721,-33.70863984322109,1.280699296295643,0.3543053533848483,200,double_dqn
208,-272.0065864462317,-62.06308140461226,1.2816624240209369,0.35253382661792404,956,double_dqn
209,-17.645346073898963,-64.25934227518194,1.2870852024555206,0.3507711574848344,1000,double_dqn
210,-64.55636228415781,-59.23720256723381,1.3101446455419063,0.34901730169741024,1000,double_dqn
211,-314.16405371606226,-84.64406243823134,1.2229877963550109,0.3472722151889232,266,double_dqn
212,-0.37193428790369065,-82.77912828291792,1.2587546488940715,0.3455358541129786,1000,double_dqn
213,18.43116473898192,-78.08313746188543,1.2256162770688535,0.3438081748424137,1000,double_dqn
214,-49.32453324865606,-71.24125424069479,1.243371555030346,0.3420891339682016,1000,double_dqn
215,-84.13494215746914,-80.87254766420679,1.2377006480991841,0.3403786882983606,1000,double_dqn
216,1.4150838953954785,-85.56868782178194,1.1737160569429397,0.3386767948568688,1000,double_dqn
217,-62.49625152275918,-84.48537611027614,1.1893871916234493,0.33698341088258443,1000,double_dqn
218,-82.41375113213542,-65.52609257886652,1.1780437111517803,0.3352984938281715,177,double_dqn
219,-25.87096901587841,-66.34865487306446,1.206102463647723,0.33362200135903064,1000,double_dqn
220,-46.12052851997302,-64.50507149664597,1.1716829430162907,0.33195389135223546,1000,double_dqn
221,-23.029567025577535,-35.39162282759751,1.1941677905730348,0.3302941218954743,134,double_dqn
222,-31.71965436403117,-38.52639483521025,1.1483676833808423,0.32864265128599696,1000,double_dqn
223,-41.677484272901964,-44.53725973639864,1.1317308728396893,0.326999438029567,1000,double_dqn
224,-91.40897403581587,-48.745703815114624,1.1004099255353212,0.3253644408394192,1000,double_dqn
225,0.03258889802495335,-40.32895070956521,1.0981254971027374,0.3237376186352221,1000,double_dqn
226,-23.606421157245173,-42.831101214829275,1.0815613612234591,0.322118930542046,1000,double_dqn
227,-46.777746695985385,-41.2592507321519,1.0767614890635013,0.32050833588933575,1000,double_dqn
228,-37.977770597335216,-36.81565267867188,1.0659682764261962,0.31890579420988907,1000,double_dqn
229,-28.11194656036017,-37.03975043312006,1.0734021295309066,0.3173112652388396,1000,double_dqn
230,-35.3803408980491,-35.96573167092767,1.0529822912812232,0.3157247089126454,1000,double_dqn
231,-20.627577733733297,-35.72553274174324,1.0696871942281723,0.3141460853680822,1000,double_dqn
232,-69.89733046530522,-39.54330035187065,1.057037844568491,0.3125753549412418,1000,double_dqn
233,-49.650394599929015,-40.34059138457335,1.0694989063739777,0.31101247816653554,1000,double_dqn
234,21.33988102564646,-29.06570587842712,1.085955595523119,0.30945741577570285,1000,double_dqn
235,-11.37516462432866,-30.20648123066248,1.049320015579462,0.3079101286968243,1000,double_dqn
236,1.9042496114219887,-27.655414153795768,0.9692679900796183,0.3063705780533402,124,double_dqn
237,-83.21900179329644,-31.299539663526865,1.0209290993213653,0.30483872516307353,1000,double_dqn
238,40.33758132295251,-23.468004471498094,1.0564274944663048,0.3033145315372582,1000,double_dqn
239,-17.957551397702282,-22.452564955232308,1.0302560707330704,0.3017979588795719,1000,double_dqn
240,-79.43963347066804,-26.8584942124942,1.0581535835266114,0.30028896908517405,125,double_dqn
241,-48.01010653501356,-29.59674709262223,1.052955866187811,0.2987875242397482,1000,double_dqn
242,-8.589980034360252,-23.466012049527727,1.0507585395276546,0.29729358661854943,1000,double_dqn
243,-28.065327886542306,-21.307505378189056,1.0220363852381706,0.29580711868545667,1000,double_dqn
244,-27.103090958297926,-26.1518025765835,0.987234365608957,0.2943280830920294,360,double_dqn
245,-35.55052290082818,-28.569338404233445,1.0150498186051846,0.29285644267656924,1000,double_dqn
246,28.815595500341736,-25.878203815341475,0.9828687347173691,0.2913921604631864,1000,double_dqn
247,-104.09717644347936,-27.96602128035976,1.0142459665452324,0.28993519966087045,719,double_dqn
248,-87.23756084387323,-40.723535497042334,0.9785115006379783,0.2884855236625661,192,double_dqn
249,-258.1117533710303,-64.73895569437514,0.9731112975607473,0.28704309604425327,756,double_dqn
250,-20.707498543868546,-58.865742201695184,0.9747210640013217,0.285607880564032,1000,double_dqn
251,0.6744885104739351,-53.997282697146446,0.9728542178869247,0.28417984116121187,1000,double_dqn
252,-72.90331326317319,-60.42861602002775,0.98809258680452,0.2827589419554058,440,double_dqn
253,-243.3700256469439,-81.9590857960679,0.9428335757691083,0.28134514724562876,531,double_dqn
254,-26.21111002113753,-81.86988770235186,0.9571977135462638,0.2799384215094006,156,double_dqn
255,-49.25352363513795,-83.24018777578284,0.96984075657045,0.27853872940185365,297,double_dqn
256,-15.885152672637824,-87.71026259308078,0.9856585158407688,0.27714603575484437,1000,double_dqn
257,-89.15747224262253,-86.2162921729951,0.9710711461913054,0.2757603055760701,314,double_dqn
258,-43.480008410295284,-81.84053692963732,0.978979074537754,0.2743815040481898,1000,double_dqn
259,-58.62017880673797,-61.89137947320809,0.9564689410626889,0.2730095965279488,1000,double_dqn
260,-47.231259589925386,-64.54375557781376,0.9304618231505155,0.27164454854530906,1000,double_dqn
261,-286.49404607717247,-93.2606090365784,0.947553927677401,0.2702863258025825,890,double_dqn
262,-21.455089565665627,-88.11578666682765,0.9265854291021823,0.2689348941735696,1000,double_dqn
263,-52.99858000683766,-69.07864210281703,0.926728843331337,0.26759021970270175,1000,double_dqn
264,-21.264455745244963,-68.58397667522777,0.891225800216198,0.2662522686041882,1000,double_dqn
265,-31.059420112815914,-66.76456632299556,0.9054448613524437,0.2649210072611673,1000,double_dqn
266,-282.3501280373814,-93.41106385946992,0.8833426482154862,0.26359640222486147,917,double_dqn
267,-100.71315624187386,-94.56663225939505,0.865773419380188,0.26227842021373715,1000,double_dqn
268,-70.65408189212316,-97.28403960757784,0.9036483691632747,0.2609670281126685,1000,double_dqn
269,-39.52889272813965,-95.37491099971801,0.8736888797416908,0.25966219297210513,517,double_dqn
270,-81.93886608334516,-98.84567164906,0.883434596389532,0.2583638820072446,1000,double_dqn
271,-49.837349485267765,-75.18000198986951,0.8765542593598366,0.2570720625972084,1000,double_dqn
272,-14.981167972001291,-74.53260983050309,0.8601871013343334,0.25578670228422234,1000,double_dqn
273,-10.83590937624194,-70.31634276744352,0.8807862649857998,0.25450776877280124,1000,double_dqn
274,-196.61002846944598,-87.85090003986362,0.8949658312899543,0.2532352299289372,748,double_dqn
275,-27.516423759849026,-87.49660040456692,0.851354849934578,0.2519690537792925,1000,double_dqn
276,-28.449436479179642,-62.10653124874675,0.857833587989211,0.2507092085103961,1000,double_dqn
277,-57.4477482548304,-57.7799904500424,0.8579437603056431,0.2494556624678441,1000,double_dqn
278,-57.14509568183941,-56.429091829014034,0.8358860294669866,0.24820838415550486,1000,double_dqn
279,-40.18361121054445,-56.494563677254504,0.8457677821218967,0.24696734223472733,1000,double_dqn
280,-103.41362761336978,-58.64203983025698,0.8191718392968178,0.2457325055235537,1000,double_dqn
281,-38.29840177358676,-57.488145059088865,0.8153083110749721,0.24450384299593592,1000,double_dqn
282,-23.33069976315828,-58.323098238204565,0.8119155706880783,0.24328132378095624,563,double_dqn
283,-10.19442465373629,-58.25894976595399,0.8179132727086544,0.24206491716205145,1000,double_dqn
284,-74.5045261237459,-46.048399531384,0.832999705058064,0.2408545925762412,197,double_dqn
285,18.30255664055674,-41.466501491343415,0.8005865933895111,0.23965031961336,1000,double_dqn
286,-51.69041947920512,-43.79059979134596,0.8107316746413707,0.2384520680152932,1000,double_dqn
287,-26.66532333593799,-40.71235729945672,0.8233199788630009,0.23725980767521673,1000,double_dqn
288,-35.302975154371595,-38.52814524670994,0.7787470792382956,0.23607350863684065,1000,double_dqn
289,-74.35070806007096,-41.9448549316626,0.8090260407099357,0.23489314109365644,156,double_dqn
290,-20.541725496147635,-33.65766471994038,0.7763864471912384,0.23371867538818816,1000,double_dqn
291,-15.317787924095654,-31.359603334991267,0.7902848021090031,0.23255008201124722,1000,double_dqn
292,-50.774122724075106,-34.10394563108295,0.7902005072236061,0.231387331601191,1000,double_dqn
293,-31.88239606476608,-36.27274277218593,0.7770338927060366,0.23023039494318503,1000,double_dqn
294,-32.36515192421682,-32.05880535223302,0.7981560758799314,0.2290792429684691,1000,double_dqn
295,-91.63915911406997,-43.052976927695696,0.7581274731764718,0.22793384675362674,189,double_dqn
296,-74.59010375786158,-45.34294535556134,0.8009773582749112,0.22679417751985861,169,double_dqn
297,-27.416593133582424,-45.41807233532578,0.7731917879291784,0.22566020663225933,107,double_dqn
298,-68.03625491511322,-48.69140031139994,0.78740386480093,0.22453190559909803,1000,double_dqn
299,0.26924050583042725,-41.2294054548098,0.7625640400499105,0.22340924607110255,1000,double_dqn
300,-122.81622640213325,-51.45685554540836,0.7720272151986886,0.22229219984074702,622,double_dqn
301,-25.93279525744373,-52.518356278743155,0.7638952330648899,0.2211807388415433,1000,double_dqn
302,-24.67477447696217,-49.90842145403188,0.7649507220089435,0.22007483514733558,200,double_dqn
303,-19.408951003552843,-48.66107694791055,0.7241290916999181,0.2189744609715989,75,double_dqn
