episode,reward,avg_reward_10,loss,epsilon,steps
101,-26.431208904195046,-45.71743230115376,1.6469939252318337,0.6027415843082742,172
102,-79.53921682337315,-47.3756850219213,1.486147268778748,0.5997278763867329,216
103,-58.263518650028644,-43.00499557073128,1.6271424672088108,0.5967292370047992,148
104,-30.636063076795892,-48.203915253732546,1.344928460349714,0.5937455908197752,133
105,-78.41387818335215,-51.4562228108494,1.4717164829609886,0.5907768628656763,126
106,-56.157822235311876,-51.59627721223045,1.5164540880604793,0.5878229785513479,95
107,12.546004602223093,-40.601031782375756,1.5204981047897896,0.5848838636585911,188
108,-77.95018767550654,-38.494141633894515,1.377351161531913,0.5819594443402982,195
109,-23.28857403264861,-48.08676053341507,1.4692853123311571,0.5790496471185967,247
110,-38.916675403339056,-45.70511403823279,1.3984522342203773,0.5761543988830038,187
111,-16.817244646012682,-44.74371761241456,1.5823067033832723,0.5732736268885887,88
112,-38.27550259928627,-40.61734619000586,1.3373956040370685,0.5704072587541458,163
113,-63.39728239269325,-41.13072256427232,1.4708552493171378,0.567555222460375,91
114,-16.689195117389445,-39.736035768331675,1.384571832756624,0.5647174463480732,141
115,-19.072039096337576,-33.80185185963022,1.35310348472764,0.5618938591163328,113
116,-141.72062909802247,-42.358132545901285,1.39346431991429,0.5590843898207511,103
117,2.9070471057109444,-43.32202829555249,1.3782950429700491,0.5562889678716474,254
118,-19.18534180588692,-37.445543708590534,1.2842952061444521,0.5535075230322891,80
119,-190.29817773970223,-54.146504079295894,1.3933800017268494,0.5507399854171277,580
120,-15.799755361259557,-51.83481207508795,1.4061427764220586,0.547986285490042,259
121,-24.048621188363214,-52.557949729323,1.4463188124041186,0.5452463540625918,141
122,-31.397073149853725,-51.87010678437974,1.5315548463418596,0.5425201222922789,277
123,-77.7527971870114,-53.30565826381155,1.3099129356961836,0.5398075216808175,187
124,-51.56355865170745,-56.793094617243355,1.4073323106765747,0.5371084840724134,125
125,-55.08963905228381,-60.39485461283798,1.392908816722999,0.5344229416520513,266
126,-50.00274083468775,-51.22306578650451,1.3223610515754247,0.531750826943791,194
127,-348.7638708600027,-86.39015758307588,1.2776376228788402,0.5290920728090721,421
128,-55.76855216212581,-90.04847861869976,1.3595186094921756,0.5264466124450268,249
129,-28.03989023989719,-73.82264986871927,1.3909109205938877,0.5238143793828016,160
130,-85.66587936306404,-80.80926226889972,1.410031255831321,0.5211953074858876,120
131,-10.881253976264873,-79.4925255476899,1.3436712197299245,0.5185893309484582,316
132,-58.23728048497106,-82.17654628120161,1.4036294221878052,0.5159963842937159,208
133,-4.4262347962371535,-74.84389004212419,1.4386015790336915,0.5134164023722473,131
134,7.703498440917002,-68.91718433286174,1.333628038764,0.510849320360386,175
135,-62.66683117956578,-69.67490354558994,1.2252840828437073,0.5082950737585841,130
136,-32.4679246753748,-67.92142192965864,1.328149791773969,0.5057535983897912,226
137,-6.042454116389919,-33.64928025529736,1.3509242567334243,0.5032248303978422,278
138,2.2944150605008105,-27.842983533034698,1.1814358291944655,0.500708706245853,202
139,-89.8882019760142,-34.0278147066464,1.2655791247144659,0.4982051627146237,423
140,-47.23337022005288,-30.18456379234529,1.2158579783780235,0.49571413690105054,98
141,-44.53783856827195,-33.550222251545996,1.2084455609495877,0.4932355662165453,342
142,-65.63571007186806,-34.290065210235696,1.3311915800901457,0.4907693883854626,177
143,-315.05762097004845,-65.35320382761682,1.2774042479533663,0.4883155414435353,744
144,13.834140592654919,-64.74013961244303,1.3232407084405422,0.4858739637363176,1000
145,4.836168779448684,-57.98983961654159,1.3652468394475636,0.483444593917636,299
146,-45.75600049067966,-59.31864719807207,1.272013161433946,0.4810273709480478,109
147,-1.4089971160561703,-58.85530149803869,1.441586431091195,0.47862223409330756,151
148,-178.16710312472998,-76.90145331656178,1.2333487709533115,0.47622912292284103,351
149,25.064158933842208,-65.40621722557611,1.4233625531196594,0.4738479773082268,111
150,-5.041248331405409,-61.187005036711376,1.3065811100751161,0.47147873742168567,1000
151,-43.0149896734144,-61.03472014722564,1.3789390406012536,0.46912134373457726,1000
152,3.003681049619331,-54.1707810350769,1.2553682977833398,0.46677573701590436,164
153,7.570102696775464,-21.9080086683945,1.4910787331561248,0.46444185833082485,144
154,12.537413423251607,-22.037681385334828,1.5224569497668012,0.46211964903917074,98
155,-5.864080918288039,-23.1077063551085,1.2722224389411965,0.4598090507939749,392
156,-58.729364914303986,-24.405042797470934,1.2927559161126012,0.457510005540005,198
157,-41.29255495744788,-28.393398581610104,1.1903830623210863,0.45522245551230495,215
158,-57.85354525157691,-16.3620427942948,1.3199463016688824,0.4529463432347434,1000
159,-43.42563521981616,-23.211022209660637,1.3456064743358036,0.4506816115185697,344
160,-6.311393804530795,-23.338036756973175,1.3259177820323265,0.4484282034609769,73
161,-16.109078726114536,-20.64744566224319,1.340856110394001,0.446186062443672,1000
162,-93.76643386599733,-30.324457153804854,1.2687225143768286,0.4439551321314536,228
163,-75.83519521156911,-38.66498694463931,1.3392408854431577,0.4417353564707963,540
164,9.078772360320631,-39.01085105093241,1.307535321623087,0.43952667968844233,1000
165,-204.36682109297658,-58.86112506840127,1.2772523025436515,0.43732904629000013,169
166,-95.96356665153601,-62.58454524212446,1.2908530935328058,0.4351424010585501,470
167,2.0809468999603657,-58.247195056383646,1.2957758465707303,0.43296668905325736,1000
168,-11.959421352010807,-53.65778266642703,1.2264053172228353,0.43080185560799106,151
169,-26.804535684776052,-51.995672712923025,1.2991757192909719,0.4286478463299511,1000
170,-36.123504314118904,-54.97688376388184,1.2638246460964806,0.42650460709830135,285
171,-160.46224410912603,-69.41220030218298,1.376815729371206,0.42437208406280985,254
172,-61.68139719590434,-66.20369663517369,1.4441989570342262,0.4222502236424958,116
173,-16.6527832977213,-60.2854554437889,1.245005749821663,0.42013897252428334,1000
174,-31.251391951279743,-64.31847187494893,1.2187447520281305,0.4180382776616619,302
175,9.159297841810435,-42.96585998147023,1.23948347017169,0.4159480862733536,1000
176,-16.32834586004583,-35.002337902321216,1.2239856642803975,0.41386834584198684,280
177,-63.340028971409915,-41.54443548945825,1.215526148078986,0.4117990041127769,648
178,-436.18622333854887,-83.96711568811205,1.206390657968025,0.40974000909221303,788
179,-27.742346175558424,-84.06089673719029,1.1998061904609203,0.40769130904675194,1000
180,-67.21406118265347,-87.16995242404376,1.229226948862726,0.40565285250151817,220
181,-35.55502528236502,-74.67923054136764,1.2888994906544686,0.4036245882390106,1000
182,-51.77969541488112,-73.68906036326533,1.1883831460773946,0.4016064652978155,1000
183,-22.105309116195087,-74.23431294511269,1.1913169372975827,0.3995984329713264,1000
184,-72.71841824913336,-78.38101557489807,1.1543160592572073,0.3976004408064698,445
185,-221.1435533288057,-101.41130069195967,1.1667674070206757,0.39561243860243744,535
186,65.65971906415429,-93.21249419953969,1.1517483231127261,0.3936343764094253,1000
187,-117.40519393738505,-98.6190106961372,1.1516355470716952,0.39166620452737816,1000
188,40.26901988822788,-50.97348637345951,1.1898696968257427,0.3897078735047413,1000
189,-29.045419025212922,-51.10379365842496,1.2238149943676861,0.3877593341372176,220
190,-32.957384670689436,-47.67812600722855,1.1375679773390293,0.3858205374665315,1000
191,-129.5947054030158,-57.08209401929363,1.2139689527362225,0.38389143477919885,415
192,-3.604763636466063,-52.26460084145212,1.2346995283067226,0.3819719776053028,1000
193,49.43441417786723,-45.110628512045906,1.1597282804846765,0.3800621177172763,1000
194,-9.436438230864127,-38.78243051021898,1.1143936062254847,0.37816180712868996,241
195,9.009040692970075,-15.767171108041392,1.1731582903436253,0.37627099809304654,140
196,39.46333185475092,-18.386809828981733,1.1915067175626755,0.3743896431025813,1000
197,-111.88273467426401,-17.834563902669625,1.188437241184361,0.37251769488706843,136
198,0.9707689765394356,-21.764388993838473,1.1620280410349368,0.3706551064126331,1000
199,-65.05723854139362,-25.36557094545654,1.216201736112681,0.36880183088056995,243
200,-25.19164194211259,-24.588996672598856,1.1761008205413819,0.3669578217261671,1000
201,-55.63256536347879,-17.192782668645155,1.1812650785486922,0.36512303261753626,351
202,-33.700005508258556,-20.202306855824403,1.1343904873728752,0.3632974174544486,1000
203,-83.00502770706638,-33.44625104431776,1.15056547881609,0.3614809303671764,664
204,-74.24555210171961,-39.92716243140332,1.1524781319094293,0.3596735257153405,405
205,-62.212096715385385,-47.04927617223886,1.0759991025656797,0.3578751580867638,445
206,-2.363276419549016,-51.23193699966885,1.1527576492726803,0.35608578229633,1000
207,-6.5863419906672505,-40.70229773130918,1.1912299452024862,0.3543053533848483,327
208,-36.12350322358149,-44.41172495132127,1.1547007991671563,0.35253382661792404,1000
209,5.960152791869433,-37.309985817994956,1.1237157647907734,0.3507711574848344,1000
210,-88.59023395000207,-43.64984501878391,1.099844481945038,0.34901730169741024,1000
211,-18.46718883893721,-39.93330736632975,1.1624827506244182,0.3472722151889232,1000
212,-12.795179965713283,-37.84282481207522,1.0868698145747184,0.3455358541129786,1000
213,7.079148732554016,-28.83440716811318,1.124153336688876,0.3438081748424137,1000
214,-51.57958890145825,-26.56781084808705,1.0604780841469765,0.3420891339682016,1000
215,-89.43402591743698,-29.290003768292213,1.1011263322681188,0.3403786882983606,1000
216,-4.366431069175996,-29.490319233254905,1.0619712754189967,0.3386767948568688,1000
217,19.45674167715761,-26.886010866472425,1.068737298563907,0.33698341088258443,190
218,-59.50368789513095,-29.224029333627367,1.0644407257437707,0.3352984938281715,1000
219,-10.518286696073266,-30.871873282421642,1.0441148799955844,0.33362200135903064,1000
220,-47.505161469366044,-26.763366034358036,1.020319254219532,0.33195389135223546,1000
221,24.011215185339694,-22.51552563193035,1.0345444567799569,0.3302941218954743,1000
222,35.8780487119773,-17.648202764161287,1.0942197269760072,0.32864265128599696,128
223,-3.114288464784557,-18.667546483895144,1.0301906593441963,0.326999438029567,1000
224,-5.499779477378482,-14.059565541487165,0.9943944366539226,0.3253644408394192,170
225,-62.91681836727662,-11.40784478647113,1.0263380061089993,0.3237376186352221,1000
226,19.758927189565952,-8.995308960596939,1.010868121355772,0.322118930542046,1000
227,-56.668693046445696,-16.607852432957266,1.0048318665921687,0.32050833588933575,1000
228,-68.98040064820755,-17.55552370826493,1.002732268601656,0.31890579420988907,1000
229,-87.7114349030459,-25.27483852896219,1.0052138669788837,0.3173112652388396,1000
230,-96.15749305428518,-30.140071687454103,0.9682430416548333,0.3157247089126454,735
231,15.863538665652603,-30.95483933942282,1.0039992088079452,0.3141460853680822,1000
232,-138.92005692333703,-48.43464990295425,0.9666144657174945,0.3125753549412418,597
233,-17.585784108666342,-49.881799467342425,1.0056156984865665,0.31101247816653554,1000
234,42.4209776029609,-45.08972375930849,0.9588987133204937,0.30945741577570285,1000
235,14.429372699851942,-37.355104652595635,0.9364558866620064,0.3079101286968243,1000
236,56.55075530680824,-33.6759218408714,0.9407686143964529,0.3063705780533402,1000
237,-270.96843999209847,-55.10589653543667,0.9264417497152191,0.30483872516307353,651
238,-24.39945805360996,-50.64780227597692,0.9498233952820301,0.3033145315372582,1000
239,-70.47480874691315,-48.92413966036365,0.9480345778614283,0.3017979588795719,1000
240,-115.06551395967169,-50.8149417509023,0.9419793073683977,0.30028896908517405,1000
241,19.385738068120688,-50.46272181065548,0.9602580633163452,0.2987875242397482,1000
242,-95.39190821868712,-46.10990694019049,0.9203857326477616,0.29729358661854943,597
243,-38.21523155362568,-48.17285168468643,0.9661788732409478,0.29580711868545667,1000
244,-54.90715018476295,-57.90566446345881,0.9235226822644472,0.2943280830920294,1000
245,-13.384730332722635,-60.68707476671627,0.9285867719352245,0.29285644267656924,1000
246,64.20387481039144,-59.921762816357955,0.9273174714446067,0.2913921604631864,1000
247,-23.623119806008603,-35.18723079774897,0.8904127012789249,0.28993519966087045,1000
248,-100.40749657144782,-42.78803464953276,0.9536573721567789,0.2884855236625661,375
249,25.570924161023058,-33.18346135873914,0.8877142037004232,0.28704309604425327,1000
250,22.785632935348293,-19.398346669237128,0.9170461260080337,0.285607880564032,1000
251,-119.06692056254484,-33.243612532303686,0.9546583863821897,0.28417984116121187,319
252,-61.18089681482472,-29.82251139191745,0.8887887166887521,0.2827589419554058,1000
253,-74.13032036783936,-33.414020273338814,0.934694557338953,0.28134514724562876,1000
254,-68.56405347401696,-34.77971060226422,0.8917210977524519,0.2799384215094006,1000
255,-90.7799436867185,-42.519231937663804,0.9266825532019138,0.27853872940185365,1000
256,-38.41964414636713,-52.78158383333967,0.8589384245872498,0.27714603575484437,1000
257,-25.708815638567454,-52.99015341659556,0.8663225972950459,0.2757603055760701,1000
258,-61.36712110001725,-49.08611586945249,0.8450118163824082,0.2743815040481898,1000
259,-7.296943814323242,-52.37290266698712,0.8968877167093987,0.2730095965279488,102
260,82.37024774131827,-46.41444118639013,0.85519117218256,0.27164454854530906,1000
261,-146.24674954965047,-49.13242408510068,0.8753660893921076,0.2702863258025825,657
262,-46.64943596649597,-47.6792780002678,0.8503661259263754,0.2689348941735696,1000
263,-67.05288210370821,-46.97153417385469,0.8327392742333822,0.26759021970270175,151
264,11.40458502270324,-38.97467032418267,0.8337233431488276,0.2662522686041882,1000
265,-51.6668469617405,-35.06336065168487,0.8614028099477291,0.2649210072611673,1000
266,-84.57635546490286,-39.67903178353844,0.8452569694452415,0.26359640222486147,662
267,-173.28953169433947,-54.43710338911565,0.8365415366375504,0.26227842021373715,828
268,56.15852965585336,-42.68453831352859,0.8209260307103395,0.2609670281126685,1000
269,-49.893483422043644,-46.944192274300626,0.8153998974263668,0.25966219297210513,1000
270,-69.28735659360106,-62.10995270779256,0.8084801690131426,0.2583638820072446,1000
271,-9.843709940017552,-48.469648746829264,0.7928110932707787,0.2570720625972084,1000
272,-17.432790275138277,-45.54798417769349,0.8186280261725187,0.25578670228422234,1000
273,-76.83285690020715,-46.525981657343394,0.7911541415154933,0.25450776877280124,1000
274,94.51009323916551,-38.21543083569717,0.7822029319256544,0.2532352299289372,1000
275,-24.876804455251758,-35.5364265850483,0.7326977807868478,0.2519690537792925,163
276,-95.26038229038339,-36.604829267596344,0.774382320061326,0.2507092085103961,1000
277,98.85167310213939,-9.390708787948455,0.7705291603952646,0.2494556624678441,1000
278,-40.222940059775354,-19.028855759511327,0.7961314873546362,0.24820838415550486,1000
279,-64.28994710169766,-20.468502127476732,0.7759882486760616,0.24696734223472733,1000
280,100.08893618881358,-3.530872849235267,0.7415860428810119,0.2457325055235537,1000
281,-28.80252428520461,-5.426754283753972,0.7355694162994623,0.24450384299593592,1000
282,59.005090385487506,2.2170337823086057,0.7353269586712122,0.24328132378095624,1000
283,-35.530602328247824,6.347259239504538,0.7595810791701079,0.24206491716205145,1000
284,-115.00633430086663,-14.604383514498675,0.6831423291265964,0.2408545925762412,1000
285,-192.38410794846504,-31.35511386382,0.7041059612005185,0.23965031961336,975
286,-7.825777753208186,-22.611653410102484,0.6669744648244402,0.2384520680152932,109
287,-37.67873186117656,-36.264693906434076,0.6660022724758495,0.23725980767521673,165
288,-138.91359347437452,-46.13375924789399,0.6664459081326914,0.23607350863684065,703
289,18.484878433182914,-37.856276694405935,0.701803307056427,0.23489314109365644,1000
290,-87.9867785190215,-56.663848165189435,0.660533795994456,0.23371867538818816,186
291,35.82213000746366,-50.20138273592262,0.6806989891380072,0.23255008201124722,1000
292,37.14866699540294,-52.38702507493107,0.6775976265221835,0.231387331601191,1000
293,-170.2549157006762,-65.85945641217391,0.6778049473054883,0.23023039494318503,844
294,73.88494796266605,-46.97032818582064,0.6863209996521473,0.2290792429684691,1000
295,-170.62102684024507,-44.79402007499864,0.6736656076244306,0.22793384675362674,519
296,-154.60186478316223,-59.471628777994056,0.65800809209997,0.22679417751985861,715
297,-18.006912535324446,-57.504446845408836,0.6597438981406002,0.22566020663225933,441
298,-45.7020335277801,-48.1832908507494,0.6390672692060471,0.22453190559909803,1000
299,237.38803477573052,-26.292975216494632,0.6526276567026109,0.22340924607110255,707
300,32.13594858836857,-14.280702505755631,0.6427665285170078,0.22229219984074702,1000
301,-175.9050147917681,-35.4534169856788,0.6548680651165147,0.2211807388415433,524
302,56.63898182724915,-33.50438550249419,0.6359460976719856,0.22007483514733558,1000
303,-69.95629988656052,-23.474523921082614,0.6489204280781296,0.2189744609715989,159
304,-84.52593544678616,-39.31561226202784,0.6294780258685351,0.2178795886667409,1000
305,-21.33630134854499,-24.38713971285783,0.6062970476001501,0.2167901907234072,1000
306,55.56145761432848,-3.370807473108761,0.6063184608221054,0.21570623976979014,1000
307,-95.68324563655156,-11.138440783231474,0.6078524833017925,0.21462770857094118,265
308,-67.7897512743258,-13.347212557886042,0.5905983682834741,0.21355457002808648,132
309,-109.08126304187726,-47.994142339646814,0.6266998081690994,0.21248679717794605,589
310,73.54743629326781,-43.852993569156894,0.6155535905957222,0.21142436319205632,1000
311,-53.61339438244533,-31.62383152822462,0.6129353583339722,0.21036724137609603,310
312,4.5468915806842665,-36.833040552881116,0.6051784254163504,0.20931540516921554,1000
313,-2.303250916977294,-30.06773565592278,0.5754173077493906,0.20826882814336947,1000
314,-104.97880514800529,-32.113022626044696,0.554506641626358,0.20722748400265262,475
315,-22.677741668600348,-32.24716665805023,0.5670257112234831,0.20619134658263935,1000
316,6.4992949004799065,-37.15338292943508,0.5811288418322802,0.20516038984972615,1000
317,-22.088005222278646,-29.793858888007794,0.5501131456941366,0.2041345879004775,1000
318,-58.26101609731225,-28.84098537030644,0.5453155794143677,0.2031139149609751,1000
319,240.85674624776223,6.1528155586575055,0.5568878642370402,0.20209834538617025,503
320,-36.12937404575421,-4.814865475244695,0.5680980373322964,0.2010878536592394,1000
321,-76.08567734138857,-7.062093771139021,0.523716253294552,0.2000824143909432,437
322,-115.40251907699592,-19.057034836907043,0.554851576990702,0.19908200231898848,440
323,176.96553350433794,-1.1301563947755142,0.532670819940411,0.19808659230739353,856
324,230.8224696173232,32.44997108175733,0.5414363406909009,0.19709615934585656,480
325,33.986196187418855,38.11636486735925,0.5821714660078288,0.19611067854912728,1000
326,29.007236365716434,40.367159013882905,0.5256563377976418,0.19513012515638165,1000
327,-64.38575750743112,36.13738378536766,0.5178413816765285,0.19415447453059972,223
328,-51.252520531842805,36.8382333419146,0.563507887288928,0.19318370215794672,1000
329,-19.741264481625155,10.77843226897587,0.514976161122322,0.192217783647157,1000
330,-54.38073976887505,8.953295696663778,0.534746943756938,0.1912566947289212,1000
331,143.41943967408628,30.903807398211267,0.5055321699520301,0.1903004112552766,855
332,-62.968821722384384,36.147177133672415,0.518650503808193,0.18934890919900021,178
333,-114.16413891344496,7.034209891894131,0.5183171743373258,0.18840216465300522,763
334,139.43388684737755,-2.104648385100435,0.5246065465206246,0.18746015382974018,530
335,-71.032436787722,-12.60651168261452,0.5184522334188223,0.1865228530605915,1000
336,242.1406872952054,8.706833410334372,0.5375830599546433,0.18559023879528855,625
337,-26.57532284967278,12.48787687611021,0.5345931955426931,0.1846622876013121,1000
338,-1.1171219064181785,17.50141673865267,0.4928562842905521,0.18373897616330553,1000
339,248.16412156763283,44.291955343578465,0.49355506745243505,0.182820281282489,987
340,-449.0620896351327,4.823820356952706,0.4872959311561365,0.18190617987607657,304
341,89.56131888034712,-0.5619917224212045,0.5201868030279875,0.18099664897669618,1000
342,128.74339936370257,18.609230386187484,0.5237742834985256,0.1800916657318127,1000
343,-101.07270238768585,19.918374038763403,0.5111412331610918,0.17919120740315364,1000
344,84.22675047915799,14.397660401941442,0.4931371677219868,0.17829525136613786,1000
345,14.593883074999733,22.96029238821361,0.49934818567335604,0.17740377510930716,1000
346,-55.724108269653236,-6.826187168272251,0.5013194471867376,0.17651675623376062,221
347,9.286031163378823,-3.2400517669670905,0.5044669773876667,0.1756341724525918,1000
348,7.583366847631123,-2.370002891562159,0.4793257380053401,0.17475600159032884,1000
349,41.674593046426395,-23.018955743682803,0.4996667049229145,0.17388222158237718,1000
350,62.1000253898774,28.097255758818203,0.4851984272301197,0.1730128104744653,1000
