episode,reward,avg_reward_10,loss,epsilon,steps
351,162.83865733609213,35.42498960439271,0.49056549778580666,0.17214774642209296,1000
352,-61.76770097755267,16.373879570267185,0.487833698309958,0.1712870076899825,1000
353,-87.17409544061032,17.76374026497474,0.5006318170773355,0.17043057265153258,133
354,176.63947028090908,27.005012245149846,0.5145721588772183,0.16957841978827493,778
355,231.6545349280016,48.71107743045003,0.4873885034568726,0.16873052768933355,819
356,215.44943237582024,75.82843149499737,0.48801869577665163,0.1678868750508869,517
357,-18.937798752071487,73.00604850345236,0.5382223887208067,0.16704744067563246,81
358,221.7088343060792,94.41859524929717,0.5177893839928569,0.1662122034722543,735
359,-104.99115787015936,79.7520201576386,0.46521157026290894,0.16538114245489302,324
360,-57.1466389059635,67.8273537280545,0.5225458939324369,0.16455423674261854,182
361,-199.90615023182755,31.55287297126252,0.4922386626218572,0.16373146555890544,810
362,200.03843961985046,57.733487031002845,0.5009749516467278,0.16291280823111093,829
363,208.92691454420805,87.34358802948468,0.49058590832928767,0.16209824418995536,419
364,-186.09514728175503,51.07012627321826,0.5064048341059709,0.16128775296900558,979
365,213.69741030285326,49.27441381070342,0.48098821068209324,0.16048131420416054,627
366,237.57120917433383,51.486591490554794,0.48607257638485024,0.15967890763313974,343
367,226.85064210287692,76.06543557604962,0.5144250187989411,0.15888051309497406,557
368,108.23776461302825,64.71832860674454,0.5132652731537819,0.1580861105294992,1000
369,172.08099302244636,92.42554369600512,0.5064450809224086,0.1572956799768517,880
370,176.18371389839575,115.75857897644103,0.5001638811182332,0.15650920157696743,555
371,-48.72808358419335,130.87638564120445,0.4989831480756402,0.1557266555690826,1000
372,241.48237247619696,135.0207789268391,0.5019044885221793,0.1549480222912372,490
373,239.4188416492005,138.06997163733834,0.5213147376890094,0.15417328217978102,589
374,-63.85039261494387,150.29444710401944,0.453460012323561,0.1534024157688821,339
375,-89.30202338126173,119.99450373560794,0.49358532932400706,0.1526354036900377,1000
376,41.88659414172709,100.4260422323473,0.47949726471304893,0.1518722266715875,1000
377,39.909228403703686,81.73190086242997,0.4918142718747258,0.15111286553822956,1000
378,-70.49265779845888,63.85885862128125,0.5352888021298817,0.15035730121053842,350
379,244.04970287592744,71.05572960662934,0.5091575083431897,0.14960551470448571,333
380,-44.09636495697327,49.02772172109246,0.4982926123739813,0.14885748713096328,391
381,-112.7122909902522,42.629300980486576,0.5017240140832535,0.14811319969530845,683
382,263.7797997010656,44.85904370297343,0.4800889147121499,0.1473726336968319,661
383,135.48874068157517,34.4660336062109,0.46440384287005676,0.14663577052834775,918
384,252.96996216221112,66.1480690839264,0.4699828936163236,0.14590259167570602,411
385,-91.3236328851962,65.94590813353297,0.49368364532655123,0.1451730787173275,521
386,-45.46515642761321,57.210733076598935,0.44753348716546465,0.14444721332374086,316
387,209.3520203850833,74.15501227473689,0.4860560771610056,0.14372497725712216,588
388,301.0105764357178,111.30533569815455,0.445289735252207,0.14300635237083656,275
389,-52.08220450201389,81.69214496036042,0.4814234335720539,0.14229132060898236,1000
390,-84.1152835062081,77.69025310543694,0.4812464719871059,0.14157986400593744,128
391,230.7169972070866,112.03318192517081,0.47783261576560154,0.14087196468590776,764
392,-36.42065738458537,82.01313621660572,0.48146486926823856,0.14016760486247823,1000
393,219.0679611149342,90.37105825994162,0.4765238016711927,0.13946676683816583,565
394,183.15678655093106,83.38974069881363,0.4637439625806295,0.138769433003975,799
395,292.25197242788386,121.74730123012162,0.4519742406716868,0.13807558583895513,357
396,212.29875199614565,147.5236920724975,0.4767602515775104,0.13738520790976036,860
397,-46.46741194750057,121.94174883923912,0.5021232748106123,0.13669828187021155,1000
398,310.73846050798,122.91453724646536,0.5243314028328115,0.13601479046086049,275
399,201.15891601379226,148.238649298046,0.47514968263666807,0.1353347165085562,410
400,-73.05540643487383,149.3446370051794,0.49415275075286624,0.1346580429260134,1000
401,83.74838457426995,134.6477757418977,0.4645588833540678,0.13398475271138335,1000
402,258.15931379924206,164.10577286028044,0.4895878258711574,0.13331482894782642,352
403,126.3305933635159,154.8320360851386,0.4753057582788491,0.13264825480308728,811
404,129.84479298113484,149.500836728159,0.4834770796969533,0.13198501352907185,1000
405,137.78447739736777,134.05408722510737,0.492289774954319,0.1313250884614265,1000
406,186.51234291853544,131.47544631734638,0.49791431543035586,0.13066846301911936,610
407,-13.878228785401797,134.73436463355625,0.4827070473656058,0.13001512070402377,1000
408,130.40241224338484,116.70075980709676,0.4867940249443054,0.12936504510050365,1000
409,-55.02805576948019,91.08206262876948,0.47216274208575487,0.12871821987500112,1000
410,-44.304798751869676,93.9571233970699,0.4639868785813451,0.12807462877562611,1000
411,220.25804674952929,107.60808961459584,0.45988493086385335,0.12743425563174798,605
412,234.3628595836166,105.22844419303331,0.4645441283202614,0.12679708435358925,754
413,242.47017028134852,116.84240188481655,0.4511606886538617,0.1261630989318213,436
414,86.94182806987989,112.55210539369106,0.4681312122046947,0.1255322834371622,1000
415,180.7519472411456,116.84885237806884,0.47759908860880324,0.12490462201997637,861
416,250.4556219290278,123.24318027911809,0.47389177375927916,0.1242800989098765,516
417,248.0317734627139,149.43418050392967,0.4291603849715974,0.12365869841532712,292
418,218.03414735612566,158.19735401520376,0.46677203629377895,0.12304040492325048,984
419,247.3061888818451,188.43077848033627,0.4399422144258484,0.12242520289863423,439
420,262.53692432707544,219.11495078823083,0.4065936143480001,0.12181307688414106,248
421,246.565485233106,221.74569463658844,0.4590855778393442,0.12120401149972035,488
422,255.63147430472094,223.8725561086989,0.44253422406886866,0.12059799144222175,334
423,297.80872964352375,229.4064120449164,0.4896342635635407,0.11999500148501063,310
424,-368.45258248516694,183.86697098941175,0.44708732651899247,0.11939502647758558,787
425,32.26988298499757,169.01876456379694,0.4651185424402356,0.11879805134519765,1000
426,215.61821007547806,165.53502337844196,0.4610850254565367,0.11820406108847166,538
427,79.82870179834694,148.71471621200527,0.48136479104310276,0.1176130407830293,1000
428,213.59701205282647,148.27100268167533,0.49898951949531956,0.11702497557911415,566
429,107.11041301407954,134.25142509489876,0.44832473134994505,0.11643985070121858,1000
430,228.436722273228,130.84140488951405,0.466578439762693,0.11585765144771248,379
431,112.42333889577496,117.42719025578094,0.4708336498364806,0.11527836319047392,1000
432,244.27545718167008,116.29158854347584,0.4408086274910455,0.11470197137452155,693
433,230.6050400178715,109.57121958091061,0.4617456608758218,0.11412846151764894,602
434,58.325252024065236,152.24900303183387,0.44697738544642923,0.1135578192100607,1000
435,157.3927633957466,164.76129107290876,0.4766455687530024,0.11299003011401039,568
436,307.4376165176228,173.9432317171232,0.46396923175401233,0.11242507996344034,676
437,65.66570800303867,172.52693233759243,0.4757301677763462,0.11186295456362313,1000
438,-28.92322147824322,148.27490898448542,0.4575014666840434,0.11130363979080501,1000
439,265.85924910446016,164.14979259352344,0.4622023146998903,0.11074712159185099,569
440,113.24427524526835,152.63054789072748,0.4892154828482508,0.11019338598389174,698
441,230.36328553805555,164.4245425549556,0.4985966441475532,0.10964241905397228,440
442,274.988910365023,167.49588787329088,0.46548880022019146,0.10909420695870241,640
443,238.83061980606635,168.31844585211033,0.4388019697008921,0.1085487359239089,448
444,-18.55896973868414,160.6300236758354,0.4552416812255979,0.10800599224428936,1000
445,161.44461883741133,161.0352092200019,0.44621492890465975,0.10746596228306791,585
446,232.43318158111288,153.5347657263509,0.45224694038072993,0.10692863247165257,694
447,229.3724817339005,169.9054430994371,0.4515778442604227,0.1063939893092943,666
448,90.00076842226257,181.7978420894877,0.44590000626444815,0.10586201936274783,1000
449,222.78232130972373,177.490149310014,0.45040329306091115,0.10533270926593409,656
450,276.5658540872252,193.8223071942097,0.44053778900154705,0.10480604571960442,464
451,286.37491881285735,199.4234705216899,0.46771838259420645,0.1042820154910064,302
452,236.3223336789595,195.55681285308353,0.4555574259376173,0.10376060541355137,473
453,-32.27814143907052,168.44593672856985,0.4425634264796972,0.1032418023864836,1000
454,218.26793671339072,192.1286273737773,0.46201293593022363,0.10272559337455119,268
455,217.02227431091353,197.68639292112752,0.42342271081698957,0.10221196540767843,645
456,189.35048032397754,193.378122795414,0.4675030585550753,0.10170090558064004,562
457,1.255052115827445,170.56637983360673,0.4451449557691812,0.10119240105273684,1000
458,225.60921148555184,184.12722413993563,0.4366259278434356,0.10068643904747315,713
459,199.95889223431413,181.8448812323947,0.4233396757790383,0.10018300685223579,470
460,262.8844545764016,180.47674128131234,0.4400888645393743,0.0996820918179746,362
461,243.56770565201367,176.19601996522795,0.44835301923580195,0.09918368135888474,382
462,118.07367821155535,164.37115441848752,0.44415510907024147,0.09868776295209031,1000
463,-64.8555017261248,161.11341838978208,0.45504086554795503,0.09819432413732986,1000
464,250.913502093759,164.3779749278189,0.43778507685629836,0.09770335251664321,568
465,212.493275254356,163.92507502216316,0.4427344949626635,0.09721483575406,663
466,144.96701262382413,159.48672825214783,0.44898396585706185,0.09672876157528969,798
467,237.77453812463636,183.13867685302873,0.43969961863777896,0.09624511776741324,549
468,173.8662559613757,177.9643813006111,0.44474344577062574,0.09576389217857617,748
469,293.16509409727104,187.2850014869068,0.5079154139084201,0.09528507271768329,217
470,-53.51386067255642,155.64516996201104,0.43972524676471947,0.09480864735409487,1000
471,200.52748207849555,151.34114760465917,0.43547946446953983,0.0943346041173244,927
472,290.8016937550602,168.61394915900968,0.39056246632521374,0.09386293109673778,227
473,193.6417731610482,194.46367664772697,0.4401374514309368,0.09339361644125409,846
474,231.45651628617404,192.5179780669685,0.3934942752522527,0.09292664835904782,261
475,190.5567060524866,190.32432114678156,0.44702604076847796,0.09246201511725258,328
476,-25.92418667292029,173.2352012171071,0.4591267080903053,0.09199970504166631,1000
477,265.0787040636439,175.96561781100786,0.44994966009631754,0.09153970651645797,400
478,252.69490569211834,183.8484827840821,0.4180175132193678,0.09108200798387568,296
479,1.3289960541756214,154.66487297977258,0.4105115986838937,0.0906265979439563,1000
480,33.60831960302502,163.3770910073307,0.4529499239763435,0.09017346495423652,196
481,278.0854070995836,171.1328835094395,0.46047725988965893,0.08972259762946533,288
482,278.36250114446256,169.88896424837975,0.43595388694485276,0.089273984641318,643
483,239.89486398202027,174.51427333047698,0.4410887604329999,0.0888276147181114,254
484,239.3777553935655,175.3063972412161,0.4542896165184572,0.08838347664452084,355
485,235.7432027220576,179.82504690817322,0.4057811701130644,0.08794155926129824,535
486,227.58264505176763,205.175730080642,0.47048872543705833,0.08750185146499175,279
487,252.28658390466865,203.8965180647445,0.4236226949871071,0.08706434220766679,615
488,241.94298252669674,202.82132574820233,0.4163755210870095,0.08662902049662846,393
489,200.8518403039903,222.7736101731838,0.4467883200855816,0.08619587539414532,425
490,258.0345758325212,245.21623579613342,0.4887708182213828,0.08576489601717459,320
491,250.6994449974119,242.47763958591622,0.4300128390822714,0.08533607153708872,991
492,248.81280410712307,239.5226698821823,0.3978889964651643,0.08490939117940327,285
493,204.75955690126764,236.00913917410702,0.41641473298357434,0.08448484422350626,289
494,-54.85636823865691,206.58572681088475,0.4082472193613648,0.08406242000238873,1000
495,273.523190854062,210.36372562408525,0.4553664525031534,0.08364210790237678,234
496,241.19857121675508,211.72531824058396,0.43551053045686666,0.0832238973628649,439
497,284.17281531713286,214.9139413818304,0.4563061583712197,0.08280777787605056,298
498,88.1479006148572,199.53443319064644,0.4075209651812911,0.08239373898667031,1000
499,264.5688238515012,205.9061315453975,0.41770709126652356,0.08198177029173696,835
500,218.26864998316432,201.92953896046183,0.39582808359473726,0.08157186144027828,409
